incident_id,fir_no,case_id,crime_type,ipc_section,bns_section,severity,bailable,ps_id,ps_name,location_id,area,city,state,latitude,longitude,incident_datetime,reported_datetime,investigating_agency,syndicate_id,syndicate_code,status,loss_or_value_inr,n_accused,source_reliability
INC000476,723/2026,CASE000073,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000081,Mehgaon Police Station,LOC000081,Mehgaon,Bhind,Madhya Pradesh,26.49265,78.62698,2026-01-21T13:16,2026-01-23T04:16,Railway Protection Force,ORG000015,SYN-WLD,ACQUITTED,1142219041,7,B
INC000477,355/2021,CASE000029,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000085,Chandrayangutta Police Station,LOC000085,Chandrayangutta,Hyderabad,Telangana,17.33336,78.49109,2021-09-20T03:35,2021-09-22T13:35,Narcotics Control Bureau,ORG000004,SYN-HAW,UNDER_INVESTIGATION,208230,2,A
INC000478,827/2024,CASE000061,ARMS_ACT,Arms Act 25/27,-,6,0,PS000091,Nandyal Police Station,LOC000091,Nandyal,Kurnool,Andhra Pradesh,15.47185,78.47847,2024-10-19T05:58,2024-10-19T09:58,State Intelligence Department,ORG000010,SYN-GAN,CONVICTED,0,4,D
INC000479,121/2022,CASE000134,HUMAN_TRAFFICKING,370/372,143,9,0,PS000053,Karimpur Police Station,LOC000053,Karimpur,Nadia,West Bengal,23.96971,88.62078,2022-04-25T17:27,2022-04-27T14:27,Directorate of Revenue Intelligence,ORG000006,SYN-TRF,UNTRACED,0,3,D
INC000480,293/2024,CASE000122,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000054,Ajnala Police Station,LOC000054,Ajnala,Amritsar,Punjab,31.83946,74.75814,2024-06-26T23:32,2024-06-28T04:32,Narcotics Control Bureau,ORG000002,SYN-HER,UNTRACED,2635562378,3,A
INC000481,023/2025,CASE000057,FORGERY,465/468,336(3),4,1,PS000038,Chandauti Police Station,LOC000038,Chandauti,Gaya,Bihar,24.78741,84.99597,2025-11-11T16:01,2025-11-13T03:01,Border Security Force - Intel,ORG000011,SYN-PON,UNDER_INVESTIGATION,0,3,D
INC000482,104/2023,CASE000157,VEHICLE_THEFT,379/411,303(2),3,1,PS000063,Barwala Police Station,LOC000063,Barwala,Hisar,Haryana,29.36333,75.90971,2023-10-14T06:41,2023-10-16T07:41,Economic Offences Wing,ORG000008,SYN-VEH,UNDER_INVESTIGATION,0,3,A
INC000483,115/2023,CASE000079,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000022,Paharganj Police Station,LOC000022,Paharganj,New Delhi,Delhi,28.64769,77.22086,2023-08-02T03:06,2023-08-02T06:06,Special Task Force (STF),ORG000009,SYN-FIC,CHARGESHEETED,4198606,3,A
INC000484,027/2019,CASE000097,EXTORTION,384/387,308,6,0,PS000095,Melur Police Station,LOC000095,Melur,Madurai,Tamil Nadu,10.02224,78.3489,2019-07-10T04:24,2019-07-12T10:24,State Intelligence Department,ORG000005,SYN-MIN,ACQUITTED,20669633,2,D
INC000485,711/2022,CASE000103,CHEATING_FRAUD,420,318(4),5,1,PS000052,Matigara Police Station,LOC000052,Matigara,Siliguri,West Bengal,26.72719,88.37142,2022-09-17T15:11,2022-09-19T07:11,State Police - Crime Branch,ORG000006,SYN-TRF,UNDER_INVESTIGATION,1265591308,4,A
INC000486,626/2026,CASE000075,MURDER,302,103(1),10,0,PS000088,Gajuwaka Police Station,LOC000088,Gajuwaka,Visakhapatnam,Andhra Pradesh,17.67545,83.2021,2026-05-25T13:00,2026-05-26T12:00,Anti-Narcotics Cell,,UNAFFILIATED,CHARGESHEETED,0,1,C
INC000487,579/2026,CASE000071,LAND_GRABBING,441/447,329,4,1,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2026-05-05T02:17,2026-05-07T11:17,Special Task Force (STF),,UNAFFILIATED,UNDER_INVESTIGATION,0,2,B
INC000488,062/2024,CASE000138,WILDLIFE_TRAFFICKING,WLPA 51,-,6,0,PS000095,Melur Police Station,LOC000095,Melur,Madurai,Tamil Nadu,10.02224,78.3489,2024-09-08T07:51,2024-09-09T22:51,Anti-Terrorism Squad (ATS),,UNAFFILIATED,UNDER_INVESTIGATION,453684256,3,B
INC000489,571/2025,CASE000132,ORGANISED_CRIME,MCOCA 3(1),111,10,0,PS000047,Metiabruz Police Station,LOC000047,Metiabruz,Kolkata,West Bengal,22.53329,88.31358,2025-07-08T03:55,2025-07-08T12:55,Railway Protection Force,,UNAFFILIATED,UNDER_INVESTIGATION,0,2,B
INC000490,219/2026,CASE000028,VEHICLE_THEFT,379/411,303(2),3,1,PS000024,Chakeri Police Station,LOC000024,Chakeri,Kanpur,Uttar Pradesh,26.41802,80.40132,2026-03-20T10:01,2026-03-23T01:01,Enforcement Directorate,ORG000008,SYN-VEH,UNDER_INVESTIGATION,0,1,D
INC000491,568/2025,CASE000038,HUMAN_TRAFFICKING,370/372,143,9,0,PS000083,Charminar Police Station,LOC000083,Charminar,Hyderabad,Telangana,17.35976,78.47486,2025-10-13T10:32,2025-10-16T06:32,Border Security Force - Intel,,UNAFFILIATED,CHARGESHEETED,0,2,C
INC000492,728/2025,CASE000124,FORGERY,465/468,336(3),4,1,PS000110,Jagatpur Police Station,LOC000110,Jagatpur,Cuttack,Odisha,20.51657,85.86729,2025-07-12T10:26,2025-07-14T12:26,Anti-Narcotics Cell,ORG000011,SYN-PON,CHARGESHEETED,0,3,A
INC000493,089/2022,CASE000103,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000002,Dharavi Police Station,LOC000002,Dharavi,Mumbai,Maharashtra,19.0349,72.84279,2022-09-20T11:35,2022-09-21T23:35,State Police - Crime Branch,ORG000006,SYN-TRF,CHARGESHEETED,0,5,B
INC000494,809/2025,CASE000109,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000068,Kaman Police Station,LOC000068,Kaman,Bharatpur,Rajasthan,27.6531,77.26593,2025-10-11T07:54,2025-10-12T17:54,Narcotics Control Bureau,ORG000012,SYN-BET,CONVICTED,21056825,4,B
INC000495,203/2026,CASE000127,FICN_COUNTERFEIT,489B/489C,179,8,0,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2026-03-08T09:41,2026-03-08T17:41,Special Task Force (STF),ORG000009,SYN-FIC,CONVICTED,298866981,4,A
INC000496,518/2026,CASE000119,ATTEMPT_TO_MURDER,307,109,8,0,PS000040,Barauni Police Station,LOC000040,Barauni,Begusarai,Bihar,25.42198,86.12977,2026-03-23T08:58,2026-03-26T05:58,Economic Offences Wing,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,7,D
INC000497,710/2020,CASE000052,ATTEMPT_TO_MURDER,307,109,8,0,PS000096,Ukkadam Police Station,LOC000096,Ukkadam,Coimbatore,Tamil Nadu,10.99091,76.96669,2020-01-10T02:09,2020-01-11T10:09,Cyber Crime Cell,ORG000005,SYN-MIN,UNTRACED,0,2,D
INC000498,395/2024,CASE000024,ARMS_ACT,Arms Act 25/27,-,6,0,PS000051,Bongaon Police Station,LOC000051,Bongaon,North 24 Parganas,West Bengal,23.07416,88.81118,2024-02-26T19:10,2024-02-27T02:10,Anti-Terrorism Squad (ATS),ORG000013,SYN-KDN,UNDER_INVESTIGATION,0,3,B
INC000499,022/2025,CASE000027,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000022,Paharganj Police Station,LOC000022,Paharganj,New Delhi,Delhi,28.64769,77.22086,2025-12-28T17:23,2025-12-30T01:23,State Police - Crime Branch,ORG000002,SYN-HER,UNDER_INVESTIGATION,0,2,D
INC000500,446/2025,CASE000151,WILDLIFE_TRAFFICKING,WLPA 51,-,6,0,PS000092,Chintapalli Police Station,LOC000092,Chintapalli,Alluri Sitharama Raju,Andhra Pradesh,17.86088,82.34667,2025-11-11T22:33,2025-11-14T07:33,State Intelligence Department,ORG000015,SYN-WLD,CONVICTED,419799426,1,B
INC000501,036/2022,CASE000090,VEHICLE_THEFT,379/411,303(2),3,1,PS000021,Sangam Vihar Police Station,LOC000021,Sangam Vihar,New Delhi,Delhi,28.48827,77.23159,2022-08-06T13:09,2022-08-08T03:09,Railway Protection Force,ORG000008,SYN-VEH,ACQUITTED,0,4,B
INC000502,665/2023,CASE000082,CHEATING_FRAUD,420,318(4),5,1,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2023-11-10T19:17,2023-11-10T20:17,Anti-Narcotics Cell,ORG000011,SYN-PON,UNTRACED,25723437,1,C
INC000503,884/2023,CASE000053,ATTEMPT_TO_MURDER,307,109,8,0,PS000033,Sarai Mir Police Station,LOC000033,Sarai Mir,Azamgarh,Uttar Pradesh,26.01058,82.80942,2023-04-29T14:05,2023-04-29T16:05,Enforcement Directorate,ORG000005,SYN-MIN,CONVICTED,0,2,A
INC000504,721/2026,CASE000036,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000076,Karelibaug Police Station,LOC000076,Karelibaug,Vadodara,Gujarat,22.32869,73.19409,2026-05-14T15:19,2026-05-17T02:19,Special Task Force (STF),,UNAFFILIATED,CHARGESHEETED,1517515346,4,C
INC000505,073/2025,CASE000088,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000121,Uri Police Station,LOC000121,Uri,Baramulla,Jammu and Kashmir,34.0833,74.04758,2025-11-22T12:15,2025-11-25T01:15,Railway Protection Force,ORG000002,SYN-HER,UNDER_INVESTIGATION,1650193645,1,C
INC000506,475/2023,CASE000051,MURDER,302,103(1),10,0,PS000095,Melur Police Station,LOC000095,Melur,Madurai,Tamil Nadu,10.02224,78.3489,2023-11-18T08:16,2023-11-18T12:16,Enforcement Directorate,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,2,C
INC000507,036/2022,CASE000064,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000080,Morar Police Station,LOC000080,Morar,Gwalior,Madhya Pradesh,26.22147,78.20426,2022-11-02T05:28,2022-11-04T18:28,State Police - Crime Branch,ORG000015,SYN-WLD,CONVICTED,882571904,2,C
INC000508,340/2025,CASE000017,ATTEMPT_TO_MURDER,307,109,8,0,PS000033,Sarai Mir Police Station,LOC000033,Sarai Mir,Azamgarh,Uttar Pradesh,26.01058,82.80942,2025-02-28T03:52,2025-03-01T19:52,Central Bureau of Investigation,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,1,C
INC000509,544/2026,CASE000006,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000096,Ukkadam Police Station,LOC000096,Ukkadam,Coimbatore,Tamil Nadu,10.99091,76.96669,2026-03-12T13:59,2026-03-15T12:59,Border Security Force - Intel,ORG000004,SYN-HAW,CHARGESHEETED,550512,3,C
INC000510,833/2026,CASE000060,EXTORTION,384/387,308,6,0,PS000086,Hanamkonda Police Station,LOC000086,Hanamkonda,Warangal,Telangana,18.00878,79.55269,2026-06-14T22:36,2026-06-17T08:36,Enforcement Directorate,ORG000012,SYN-BET,UNDER_INVESTIGATION,41654907,4,C
INC000511,251/2025,CASE000015,ARMS_ACT,Arms Act 25/27,-,6,0,PS000036,Kasim Bazaar Police Station,LOC000036,Kasim Bazaar,Munger,Bihar,25.3687,86.46907,2025-09-10T23:36,2025-09-12T19:36,State Intelligence Department,ORG000013,SYN-KDN,UNTRACED,0,4,A
INC000512,430/2026,CASE000120,ARMS_ACT,Arms Act 25/27,-,6,0,PS000065,Osian Police Station,LOC000065,Osian,Jodhpur,Rajasthan,26.71758,72.91971,2026-03-10T08:25,2026-03-12T07:25,State Police - Crime Branch,ORG000014,SYN-SHK,UNDER_INVESTIGATION,0,2,A
INC000513,896/2021,CASE000106,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000094,Kodungaiyur Police Station,LOC000094,Kodungaiyur,Chennai,Tamil Nadu,13.13103,80.23855,2021-06-03T14:02,2021-06-04T09:02,Anti-Narcotics Cell,ORG000015,SYN-WLD,UNDER_INVESTIGATION,0,1,A
INC000514,424/2021,CASE000141,LAND_GRABBING,441/447,329,4,1,PS000015,Chandni Chowk Police Station,LOC000015,Chandni Chowk,New Delhi,Delhi,28.65923,77.23546,2021-01-09T07:23,2021-01-11T13:23,State Intelligence Department,ORG000001,SYN-EXT,UNDER_INVESTIGATION,0,5,C
INC000515,493/2024,CASE000113,CYBER_FRAUD,IT Act 66C/66D,319(2),5,1,PS000091,Nandyal Police Station,LOC000091,Nandyal,Kurnool,Andhra Pradesh,15.47185,78.47847,2024-08-29T14:13,2024-08-30T01:13,Income Tax Investigation Wing,,UNAFFILIATED,CHARGESHEETED,1568170,1,A
INC000516,386/2025,CASE000066,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000017,Jamia Nagar Police Station,LOC000017,Jamia Nagar,New Delhi,Delhi,28.55756,77.28271,2025-12-01T07:50,2025-12-01T20:50,Central Bureau of Investigation,ORG000004,SYN-HAW,ACQUITTED,2306432068,1,D
INC000517,837/2025,CASE000041,FORGERY,465/468,336(3),4,1,PS000064,Ballabgarh Police Station,LOC000064,Ballabgarh,Faridabad,Haryana,28.34729,77.32805,2025-12-26T07:32,2025-12-27T07:32,Directorate of Revenue Intelligence,ORG000008,SYN-VEH,CHARGESHEETED,0,4,D
INC000518,062/2025,CASE000132,ORGANISED_CRIME,MCOCA 3(1),111,10,0,PS000110,Jagatpur Police Station,LOC000110,Jagatpur,Cuttack,Odisha,20.51657,85.86729,2025-04-19T08:12,2025-04-21T14:12,Railway Protection Force,,UNAFFILIATED,CHARGESHEETED,0,1,B
INC000519,714/2026,CASE000067,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000015,Chandni Chowk Police Station,LOC000015,Chandni Chowk,New Delhi,Delhi,28.65923,77.23546,2026-04-12T07:50,2026-04-13T14:50,Special Task Force (STF),ORG000002,SYN-HER,UNDER_INVESTIGATION,0,2,C
INC000520,772/2020,CASE000022,KIDNAP_FOR_RANSOM,364A,140(2),9,0,PS000043,Sarwan Police Station,LOC000043,Sarwan,Deoghar,Jharkhand,24.47171,86.69972,2020-10-06T15:32,2020-10-08T14:32,State Police - Crime Branch,ORG000013,SYN-KDN,UNDER_INVESTIGATION,42597275,4,A
INC000521,416/2022,CASE000010,DACOITY,395,310(2),8,0,PS000063,Barwala Police Station,LOC000063,Barwala,Hisar,Haryana,29.36333,75.90971,2022-03-29T06:45,2022-03-31T10:45,State Intelligence Department,,UNAFFILIATED,UNTRACED,12398174,1,D
INC000522,828/2025,CASE000075,MURDER,302,103(1),10,0,PS000077,Bairagarh Police Station,LOC000077,Bairagarh,Bhopal,Madhya Pradesh,23.27477,77.32792,2025-03-26T07:14,2025-03-28T07:14,Anti-Narcotics Cell,,UNAFFILIATED,UNTRACED,0,2,B
INC000523,764/2025,CASE000026,CHEATING_FRAUD,420,318(4),5,1,PS000020,Nangloi Police Station,LOC000020,Nangloi,New Delhi,Delhi,28.68418,77.06042,2025-06-20T18:54,2025-06-23T06:54,Directorate of Revenue Intelligence,ORG000008,SYN-VEH,CHARGESHEETED,16524707,3,D
INC000524,255/2026,CASE000007,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2026-06-22T20:32,2026-06-24T17:32,Anti-Terrorism Squad (ATS),ORG000012,SYN-BET,CHARGESHEETED,1790408,3,D
INC000525,058/2026,CASE000081,DACOITY,395,310(2),8,0,PS000041,Khajanchi Hat Police Station,LOC000041,Khajanchi Hat,Purnia,Bihar,25.78858,87.47757,2026-06-12T19:03,2026-06-13T08:03,Income Tax Investigation Wing,,UNAFFILIATED,CONVICTED,23962845,3,D
INC000526,193/2023,CASE000006,FORGERY,465/468,336(3),4,1,PS000093,Vyasarpadi Police Station,LOC000093,Vyasarpadi,Chennai,Tamil Nadu,13.12274,80.24524,2023-03-19T19:40,2023-03-19T20:40,Border Security Force - Intel,ORG000004,SYN-HAW,UNDER_INVESTIGATION,0,2,A
INC000527,867/2024,CASE000089,FORGERY,465/468,336(3),4,1,PS000107,Chavakkad Police Station,LOC000107,Chavakkad,Thrissur,Kerala,10.58445,76.01633,2024-12-09T23:32,2024-12-11T21:32,State Police - Crime Branch,ORG000004,SYN-HAW,UNTRACED,0,3,D
INC000528,219/2026,CASE000037,CHEATING_FRAUD,420,318(4),5,1,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2026-01-09T21:37,2026-01-10T17:37,State Intelligence Department,,UNAFFILIATED,UNTRACED,44674760,7,B
INC000529,018/2025,CASE000125,ATTEMPT_TO_MURDER,307,109,8,0,PS000008,Vashi Police Station,LOC000008,Vashi,Navi Mumbai,Maharashtra,19.08218,72.99119,2025-03-16T13:36,2025-03-17T07:36,Enforcement Directorate,ORG000001,SYN-EXT,CHARGESHEETED,0,4,B
INC000530,691/2022,CASE000058,FORGERY,465/468,336(3),4,1,PS000052,Matigara Police Station,LOC000052,Matigara,Siliguri,West Bengal,26.72719,88.37142,2022-09-30T02:07,2022-10-01T20:07,Economic Offences Wing,ORG000006,SYN-TRF,UNTRACED,0,1,D
INC000531,508/2023,CASE000047,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000046,Bengabad Police Station,LOC000046,Bengabad,Giridih,Jharkhand,24.1853,86.30745,2023-10-29T15:52,2023-10-30T20:52,Anti-Terrorism Squad (ATS),,UNAFFILIATED,CHARGESHEETED,1712726,1,B
INC000532,341/2024,CASE000039,CYBER_FRAUD,IT Act 66C/66D,319(2),5,1,PS000035,Kadamkuan Police Station,LOC000035,Kadamkuan,Patna,Bihar,25.62537,85.1468,2024-01-02T10:10,2024-01-04T22:10,Central Bureau of Investigation,ORG000003,SYN-CYB,UNTRACED,30185693,3,D
INC000533,217/2026,CASE000026,ROBBERY,392,309(4),6,0,PS000015,Chandni Chowk Police Station,LOC000015,Chandni Chowk,New Delhi,Delhi,28.65923,77.23546,2026-02-06T19:12,2026-02-07T07:12,Directorate of Revenue Intelligence,ORG000008,SYN-VEH,UNTRACED,28343260,2,D
INC000534,858/2026,CASE000142,ATTEMPT_TO_MURDER,307,109,8,0,PS000008,Vashi Police Station,LOC000008,Vashi,Navi Mumbai,Maharashtra,19.08218,72.99119,2026-06-03T09:13,2026-06-03T11:13,Directorate of Revenue Intelligence,ORG000001,SYN-EXT,CHARGESHEETED,0,3,B
INC000535,007/2026,CASE000112,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000082,Gorakhpur Police Station,LOC000082,Gorakhpur,Jabalpur,Madhya Pradesh,23.16759,79.94739,2026-03-29T03:17,2026-03-30T04:17,Cyber Crime Cell,ORG000015,SYN-WLD,UNDER_INVESTIGATION,0,4,D
INC000536,480/2026,CASE000041,ROBBERY,392,309(4),6,0,PS000063,Barwala Police Station,LOC000063,Barwala,Hisar,Haryana,29.36333,75.90971,2026-01-11T19:54,2026-01-13T02:54,Directorate of Revenue Intelligence,ORG000008,SYN-VEH,UNDER_INVESTIGATION,12825294,3,B
INC000537,387/2026,CASE000058,CHEATING_FRAUD,420,318(4),5,1,PS000060,Punhana Police Station,LOC000060,Punhana,Nuh,Haryana,27.86723,77.21101,2026-06-03T03:01,2026-06-05T10:01,Economic Offences Wing,ORG000006,SYN-TRF,UNDER_INVESTIGATION,8002924,2,A
INC000538,436/2026,CASE000073,WILDLIFE_TRAFFICKING,WLPA 51,-,6,0,PS000052,Matigara Police Station,LOC000052,Matigara,Siliguri,West Bengal,26.72719,88.37142,2026-06-21T10:41,2026-06-22T10:41,Railway Protection Force,ORG000015,SYN-WLD,UNTRACED,192326256,2,C
INC000539,561/2022,CASE000089,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000021,Sangam Vihar Police Station,LOC000021,Sangam Vihar,New Delhi,Delhi,28.48827,77.23159,2022-04-16T21:52,2022-04-18T22:52,State Police - Crime Branch,ORG000004,SYN-HAW,CHARGESHEETED,21666365,4,A
INC000540,895/2025,CASE000011,FICN_COUNTERFEIT,489B/489C,179,8,0,PS000113,Paltan Bazaar Police Station,LOC000113,Paltan Bazaar,Guwahati,Assam,26.17357,91.75925,2025-10-05T17:36,2025-10-08T14:36,Economic Offences Wing,ORG000009,SYN-FIC,CONVICTED,98082321,3,A
INC000541,310/2026,CASE000043,ATTEMPT_TO_MURDER,307,109,8,0,PS000012,Panchavati Police Station,LOC000012,Panchavati,Nashik,Maharashtra,20.01459,73.79072,2026-02-11T15:18,2026-02-11T22:18,Narcotics Control Bureau,ORG000014,SYN-SHK,UNDER_INVESTIGATION,0,3,C
INC000542,153/2026,CASE000119,RIOTING,147/148,191(2),4,1,PS000033,Sarai Mir Police Station,LOC000033,Sarai Mir,Azamgarh,Uttar Pradesh,26.01058,82.80942,2026-03-10T06:34,2026-03-11T19:34,Economic Offences Wing,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,4,D
INC000543,135/2024,CASE000113,CYBER_FRAUD,IT Act 66C/66D,319(2),5,1,PS000045,Hatia Police Station,LOC000045,Hatia,Ranchi,Jharkhand,23.30257,85.31951,2024-05-10T13:46,2024-05-10T19:46,Income Tax Investigation Wing,,UNAFFILIATED,CONVICTED,2534617254,3,C
INC000544,680/2026,CASE000124,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000110,Jagatpur Police Station,LOC000110,Jagatpur,Cuttack,Odisha,20.51657,85.86729,2026-02-09T04:30,2026-02-09T20:30,Anti-Narcotics Cell,ORG000011,SYN-PON,CHARGESHEETED,8058126,3,C
INC000545,441/2026,CASE000069,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000100,Yeshwanthpur Police Station,LOC000100,Yeshwanthpur,Bengaluru,Karnataka,13.02634,77.54707,2026-02-13T12:20,2026-02-14T04:20,Income Tax Investigation Wing,ORG000012,SYN-BET,UNDER_INVESTIGATION,1452924723,4,D
INC000546,034/2026,CASE000060,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000068,Kaman Police Station,LOC000068,Kaman,Bharatpur,Rajasthan,27.6531,77.26593,2026-02-07T14:16,2026-02-07T18:16,Enforcement Directorate,ORG000012,SYN-BET,UNDER_INVESTIGATION,1996759,3,A
INC000547,228/2023,CASE000103,FORGERY,465/468,336(3),4,1,PS000062,Gohana Police Station,LOC000062,Gohana,Sonipat,Haryana,29.14638,76.70853,2023-09-08T04:01,2023-09-08T15:01,State Police - Crime Branch,ORG000006,SYN-TRF,UNDER_INVESTIGATION,0,1,D
INC000548,570/2021,CASE000070,CYBER_FRAUD,IT Act 66C/66D,319(2),5,1,PS000026,Loni Police Station,LOC000026,Loni,Ghaziabad,Uttar Pradesh,28.74286,77.27579,2021-09-10T12:25,2021-09-10T14:25,Narcotics Control Bureau,ORG000003,SYN-CYB,CHARGESHEETED,1610072,2,D
INC000549,156/2020,CASE000008,MURDER,302,103(1),10,0,PS000110,Jagatpur Police Station,LOC000110,Jagatpur,Cuttack,Odisha,20.51657,85.86729,2020-05-31T03:38,2020-06-01T16:38,Economic Offences Wing,,UNAFFILIATED,UNDER_INVESTIGATION,0,5,B
INC000550,748/2023,CASE000017,ATTEMPT_TO_MURDER,307,109,8,0,PS000026,Loni Police Station,LOC000026,Loni,Ghaziabad,Uttar Pradesh,28.74286,77.27579,2023-03-02T04:03,2023-03-03T11:03,Central Bureau of Investigation,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,3,A
INC000551,689/2026,CASE000140,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000048,Rajabazar Police Station,LOC000048,Rajabazar,Kolkata,West Bengal,22.57998,88.37543,2026-05-24T21:11,2026-05-27T13:11,Enforcement Directorate,ORG000003,SYN-CYB,UNDER_INVESTIGATION,117729,2,A
INC000552,032/2025,CASE000060,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000069,Ramgarh Police Station,LOC000069,Ramgarh,Alwar,Rajasthan,27.52158,76.62084,2025-11-29T01:44,2025-11-29T19:44,Enforcement Directorate,ORG000012,SYN-BET,UNDER_INVESTIGATION,24077176,2,A
INC000553,857/2022,CASE000043,ATTEMPT_TO_MURDER,307,109,8,0,PS000010,Kondhwa Police Station,LOC000010,Kondhwa,Pune,Maharashtra,18.45704,73.8876,2022-06-24T08:52,2022-06-24T21:52,Narcotics Control Bureau,ORG000014,SYN-SHK,CHARGESHEETED,0,3,B
INC000554,884/2026,CASE000115,MURDER,302,103(1),10,0,PS000080,Morar Police Station,LOC000080,Morar,Gwalior,Madhya Pradesh,26.22147,78.20426,2026-06-07T23:16,2026-06-08T00:16,Economic Offences Wing,ORG000007,SYN-ARM,CHARGESHEETED,0,1,A
INC000555,235/2026,CASE000119,ATTEMPT_TO_MURDER,307,109,8,0,PS000082,Gorakhpur Police Station,LOC000082,Gorakhpur,Jabalpur,Madhya Pradesh,23.16759,79.94739,2026-04-14T22:30,2026-04-16T18:30,Economic Offences Wing,ORG000005,SYN-MIN,UNTRACED,0,2,B
INC000556,132/2024,CASE000036,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000091,Nandyal Police Station,LOC000091,Nandyal,Kurnool,Andhra Pradesh,15.47185,78.47847,2024-12-22T15:01,2024-12-22T22:01,Special Task Force (STF),,UNAFFILIATED,CONVICTED,41525751,1,D
INC000557,143/2023,CASE000108,ATTEMPT_TO_MURDER,307,109,8,0,PS000076,Karelibaug Police Station,LOC000076,Karelibaug,Vadodara,Gujarat,22.32869,73.19409,2023-02-14T11:11,2023-02-14T18:11,Anti-Terrorism Squad (ATS),ORG000001,SYN-EXT,ACQUITTED,0,1,A
INC000558,645/2025,CASE000021,CHEATING_FRAUD,420,318(4),5,1,PS000036,Kasim Bazaar Police Station,LOC000036,Kasim Bazaar,Munger,Bihar,25.3687,86.46907,2025-09-15T08:39,2025-09-18T05:39,Anti-Terrorism Squad (ATS),ORG000008,SYN-VEH,UNDER_INVESTIGATION,23541036,2,C
INC000559,661/2022,CASE000031,ROBBERY,392,309(4),6,0,PS000081,Mehgaon Police Station,LOC000081,Mehgaon,Bhind,Madhya Pradesh,26.49265,78.62698,2022-04-21T11:33,2022-04-22T10:33,Special Task Force (STF),,UNAFFILIATED,UNDER_INVESTIGATION,13893253,2,D
INC000560,133/2026,CASE000011,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000039,Mahadeva Police Station,LOC000039,Mahadeva,Siwan,Bihar,26.21306,84.36525,2026-05-20T01:34,2026-05-20T05:34,Economic Offences Wing,ORG000009,SYN-FIC,UNTRACED,8637915,1,A
INC000561,648/2026,CASE000075,MURDER,302,103(1),10,0,PS000056,Jamalpur Police Station,LOC000056,Jamalpur,Ludhiana,Punjab,30.91108,75.85307,2026-02-24T17:24,2026-02-25T04:24,Anti-Narcotics Cell,,UNAFFILIATED,UNDER_INVESTIGATION,0,2,A
INC000562,703/2025,CASE000154,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000014,Barshi Police Station,LOC000014,Barshi,Solapur,Maharashtra,18.23555,75.69409,2025-09-21T21:47,2025-09-23T03:47,Income Tax Investigation Wing,,UNAFFILIATED,UNDER_INVESTIGATION,133329993,1,C
INC000563,445/2026,CASE000066,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2026-04-04T06:47,2026-04-05T05:47,Central Bureau of Investigation,ORG000004,SYN-HAW,UNTRACED,962683876,1,D
