device_id,imei,make,model,is_dual_sim,first_seen
DEV000481,358875699908569,Tecno,M26,1,2019-09-22
DEV000482,860449818958129,Vivo,M91,1,2025-01-04
DEV000483,359709649654597,Samsung,M17,0,2025-04-19
DEV000484,350735015348420,Tecno,M97,0,2024-04-06
DEV000485,355326625287165,Tecno,M98,1,2020-11-15
DEV000486,018399120615594,Lava,M84,0,2023-11-22
DEV000487,352271967031055,Vivo,M73,1,2023-12-08
DEV000488,358796087099937,Apple,M44,0,2023-01-28
DEV000489,865461280543910,Vivo,M27,1,2025-01-17
DEV000490,352683970073498,Apple,M34,1,2019-04-12
DEV000491,019798845542731,Samsung,M54,1,2022-08-11
DEV000492,354359790356512,Xiaomi,M63,0,2024-10-02
DEV000493,017957651396018,Vivo,M22,1,2019-01-04
DEV000494,358512461255955,OnePlus,M86,1,2020-10-06
DEV000495,861425603518375,Vivo,M41,1,2023-08-18
DEV000496,358678000133030,Oppo,M88,1,2022-01-04
DEV000497,359551462301378,Xiaomi,M80,0,2024-09-02
DEV000498,496652685307447,Samsung,M22,1,2025-12-16
DEV000499,499907370743481,Nokia,M54,1,2018-06-11
DEV000500,869809655904214,OnePlus,M75,1,2022-11-11
DEV000501,353444807738344,Apple,M34,1,2020-06-27
DEV000502,498568389050523,OnePlus,M75,1,2023-06-17
DEV000503,866805245795172,Samsung,M58,1,2024-06-20
DEV000504,867838164537667,Xiaomi,M42,1,2025-12-25
DEV000505,867425871167146,Realme,M31,0,2022-02-10
DEV000506,359122667555384,Vivo,M70,1,2026-05-01
DEV000507,354096198432202,Vivo,M30,0,2021-05-01
DEV000508,355215627831237,Oppo,M28,1,2025-02-20
DEV000509,495761082883467,Tecno,M16,1,2022-03-22
DEV000510,014563352526153,Tecno,M80,0,2022-04-10
DEV000511,017761648042107,Samsung,M90,0,2022-10-20
DEV000512,356277271135695,Oppo,M72,1,2018-10-03
DEV000513,012585958013262,Oppo,M48,1,2024-07-25
DEV000514,490974865312852,Apple,M31,1,2024-10-01
DEV000515,351449328955792,Xiaomi,M76,1,2021-09-13
DEV000516,010580736561187,Nokia,M43,1,2023-05-16
DEV000517,492856007388957,Samsung,M92,1,2024-02-22
DEV000518,491069767558312,Xiaomi,M17,1,2019-03-06
DEV000519,866592665093738,Samsung,M17,1,2020-03-15
DEV000520,491060140336766,Tecno,M24,1,2021-12-07
DEV000521,499100331675907,OnePlus,M32,1,2018-02-02
DEV000522,492793057964380,Lava,M67,0,2020-04-30
DEV000523,017094442740769,OnePlus,M45,1,2019-04-25
DEV000524,491920841222034,Lava,M73,1,2022-11-08
DEV000525,018640229483027,Realme,M11,0,2023-10-25
DEV000526,010839366666266,Samsung,M74,0,2021-10-14
DEV000527,352438701769314,Oppo,M13,1,2024-01-06
DEV000528,497588871436532,Tecno,M35,1,2024-10-01
DEV000529,350606792449393,Realme,M34,1,2019-07-04
DEV000530,350468408940949,Vivo,M43,1,2020-12-30
DEV000531,862956758493193,Nokia,M46,1,2019-09-21
DEV000532,354172228304860,Nokia,M77,1,2023-11-16
DEV000533,351105068358774,OnePlus,M60,1,2019-03-11
DEV000534,358640537670419,Apple,M24,1,2019-01-01
DEV000535,494606251048284,Samsung,M19,1,2026-05-23
DEV000536,016966264897300,Xiaomi,M33,1,2018-09-18
DEV000537,353495522576501,Samsung,M69,1,2024-10-30
DEV000538,862347190574171,Tecno,M36,1,2018-12-15
DEV000539,864958069530201,Vivo,M36,1,2021-10-17
DEV000540,869385037970350,Oppo,M84,0,2022-01-21
DEV000541,018731460104759,Nokia,M56,1,2021-07-03
DEV000542,867877112781616,Vivo,M23,1,2024-01-13
DEV000543,491632839677572,Realme,M87,1,2022-01-08
DEV000544,863649569175788,Oppo,M14,1,2026-03-20
DEV000545,862063360660275,Apple,M86,0,2026-02-26
DEV000546,355331640079659,Lava,M82,1,2024-04-28
DEV000547,353580994567260,Lava,M20,1,2019-02-09
DEV000548,358845243452439,OnePlus,M75,1,2023-06-24
DEV000549,868797004085329,Xiaomi,M70,1,2022-01-04
DEV000550,496015004385288,OnePlus,M84,1,2019-04-01
DEV000551,865634431216908,Tecno,M17,1,2020-03-16
DEV000552,355721789402669,Nokia,M97,1,2021-02-13
DEV000553,494681620268833,Nokia,M21,1,2019-01-13
DEV000554,499685126739089,OnePlus,M85,0,2020-11-17
DEV000555,016738575171456,Realme,M31,1,2021-01-05
DEV000556,351090539040043,Oppo,M43,1,2024-03-20
DEV000557,013387657582401,Lava,M39,1,2021-12-26
DEV000558,861434204249395,Nokia,M65,1,2025-07-08
DEV000559,351034902255907,OnePlus,M18,0,2024-03-29
DEV000560,350320663177120,Realme,M80,1,2025-12-19
DEV000561,862036999575385,Samsung,M92,1,2024-07-21
DEV000562,496136173696546,Samsung,M90,0,2021-08-10
DEV000563,357429129304310,Xiaomi,M96,1,2018-05-15
DEV000564,490399898905210,Apple,M27,1,2023-04-29
DEV000565,358615553513597,Realme,M17,1,2022-08-25
DEV000566,357164799097427,Realme,M41,0,2018-05-28
DEV000567,352101923702668,Tecno,M96,1,2024-09-16
DEV000568,492652136524394,Oppo,M36,0,2021-09-24
DEV000569,359744468717497,Samsung,M88,1,2021-08-24
DEV000570,358071796532177,Samsung,M85,1,2023-07-17
DEV000571,013841273106388,Xiaomi,M52,1,2018-01-29
DEV000572,013048272155032,Tecno,M91,1,2023-08-23
DEV000573,351682187406490,Realme,M31,1,2020-10-13
DEV000574,014093069482724,Xiaomi,M42,0,2021-03-21
DEV000575,356881134698415,Tecno,M80,0,2021-10-12
DEV000576,358900091325313,Xiaomi,M29,0,2026-01-31
DEV000577,356891008729243,Realme,M84,1,2026-01-04
DEV000578,493967739232519,Xiaomi,M31,1,2023-08-27
DEV000579,866287344876216,Tecno,M96,1,2018-11-04
DEV000580,869826961952546,Apple,M77,1,2023-09-11
DEV000581,354102680330767,Tecno,M55,1,2024-04-14
DEV000582,356282308803555,Tecno,M80,1,2018-12-24
DEV000583,496295230530514,Vivo,M32,1,2023-08-14
DEV000584,865466223088612,Apple,M76,0,2024-05-22
DEV000585,865865581284854,Apple,M14,0,2022-11-06
DEV000586,491161741352704,Samsung,M77,0,2023-05-03
DEV000587,864157750144169,Tecno,M98,1,2018-06-08
DEV000588,016613392628918,Lava,M35,0,2024-01-18
DEV000589,355151349072820,Apple,M52,1,2021-06-26
DEV000590,353317180351649,Apple,M42,1,2021-09-02
DEV000591,354582308606422,Nokia,M71,1,2024-06-20
DEV000592,869817146421398,Nokia,M48,1,2020-10-27
DEV000593,860225078956514,Lava,M57,1,2022-04-02
DEV000594,869753357361059,Samsung,M78,0,2025-11-18
DEV000595,868108843832133,Realme,M20,0,2025-04-22
DEV000596,357309019134680,Samsung,M16,1,2022-08-23
DEV000597,863489026218193,Lava,M85,1,2021-05-12
DEV000598,497865386364586,Tecno,M50,0,2021-01-12
DEV000599,354450784902969,Apple,M87,1,2022-09-18
DEV000600,354437662772864,Oppo,M12,1,2024-06-26
DEV000601,490703369224949,Nokia,M98,1,2026-06-06
DEV000602,492974401216109,OnePlus,M12,1,2021-11-03
DEV000603,357336733391226,Realme,M48,1,2019-10-05
DEV000604,868177817031454,Xiaomi,M74,1,2018-12-25
DEV000605,352531411247880,Nokia,M44,1,2023-11-22
DEV000606,863781141115180,Oppo,M16,1,2020-04-30
DEV000607,492221665487861,Oppo,M90,1,2024-01-29
DEV000608,019668492705625,Realme,M50,0,2023-03-23
DEV000609,494952525608844,Nokia,M97,1,2023-06-15
DEV000610,359480373610182,Samsung,M24,1,2022-10-06
DEV000611,354002520743464,Oppo,M78,1,2023-08-27
DEV000612,358202542003159,Samsung,M73,1,2018-05-23
DEV000613,016164131848034,Realme,M74,1,2026-03-30
DEV000614,351290421408011,Nokia,M49,0,2020-05-01
DEV000615,495790603209916,Apple,M30,1,2024-06-16
DEV000616,355900727495919,OnePlus,M84,1,2025-03-28
DEV000617,860748377681039,Realme,M45,1,2019-01-08
DEV000618,492528318704506,Vivo,M73,0,2021-04-12
DEV000619,017633475949338,Vivo,M18,0,2024-10-05
DEV000620,019231387042510,Apple,M78,1,2025-12-27
DEV000621,010950264187239,Lava,M86,1,2024-05-30
DEV000622,499193649133648,Samsung,M98,1,2018-09-05
DEV000623,358242110702883,Vivo,M63,1,2024-07-10
DEV000624,863645495092432,Xiaomi,M49,0,2024-01-02
DEV000625,356609646782684,Samsung,M36,1,2023-07-18
DEV000626,354174553934581,Tecno,M21,1,2020-06-07
DEV000627,358470710855548,Samsung,M98,1,2023-03-15
DEV000628,353063368839390,OnePlus,M95,1,2018-02-03
DEV000629,491556370277020,Apple,M41,1,2019-01-23
DEV000630,494150723895428,Lava,M66,1,2023-08-21
DEV000631,350463671457899,OnePlus,M39,1,2018-07-25
DEV000632,497565702316283,Vivo,M96,1,2023-12-28
DEV000633,861614370912560,Tecno,M93,1,2021-07-11
DEV000634,490656320037456,Realme,M17,1,2025-02-08
DEV000635,017908158939205,Tecno,M31,0,2026-05-07
DEV000636,492690726310688,Xiaomi,M94,1,2026-05-14
DEV000637,018888288724808,OnePlus,M95,0,2022-05-25
DEV000638,860515853315418,Tecno,M42,0,2022-07-31
DEV000639,860858243055812,Lava,M60,1,2019-06-16
DEV000640,357957581186360,Tecno,M94,0,2023-02-23
DEV000641,359361732714589,Vivo,M82,0,2024-01-24
DEV000642,351339590754114,Lava,M34,1,2019-04-14
DEV000643,497327528820958,Samsung,M89,0,2021-06-09
DEV000644,017984312647388,OnePlus,M76,1,2024-04-16
DEV000645,353909880325428,Lava,M64,0,2021-05-12
DEV000646,357082068086367,OnePlus,M30,0,2019-05-12
DEV000647,356277789283883,Xiaomi,M29,1,2021-07-15
DEV000648,491205690764767,Nokia,M27,0,2019-10-08
DEV000649,869425775138249,Oppo,M48,0,2025-01-03
DEV000650,014626657540170,Realme,M15,1,2021-03-13
DEV000651,011788007192106,Nokia,M23,1,2024-12-19
DEV000652,352386042019000,OnePlus,M87,1,2021-05-23
DEV000653,491196140045685,Xiaomi,M53,1,2021-05-06
DEV000654,497152832642692,Realme,M33,1,2022-09-08
DEV000655,017143748322542,Apple,M39,1,2018-01-06
DEV000656,356203646009878,Nokia,M68,0,2025-09-16
DEV000657,019284617880414,Vivo,M36,1,2026-01-10
DEV000658,017155899254023,OnePlus,M46,0,2023-02-27
DEV000659,356414537336869,Samsung,M30,1,2020-10-29
DEV000660,355084076697915,Nokia,M77,1,2021-06-09
DEV000661,013803672300791,Xiaomi,M53,0,2022-03-21
DEV000662,354018980538826,Tecno,M72,1,2022-08-21
DEV000663,017639532115132,Samsung,M28,0,2021-05-31
DEV000664,494998959562872,Apple,M18,1,2021-02-20
DEV000665,356237558220431,Oppo,M40,1,2024-03-03
DEV000666,355577515473827,Oppo,M81,1,2022-01-08
DEV000667,493108094502549,Lava,M31,0,2024-04-30
DEV000668,355404789439287,Vivo,M87,1,2021-09-09
DEV000669,351906774680394,Samsung,M70,1,2021-12-04
DEV000670,494611329883332,OnePlus,M25,1,2026-05-21
DEV000671,353153114123312,Nokia,M97,1,2025-02-11
DEV000672,012855153063379,Nokia,M40,0,2024-03-01
DEV000673,491759927114797,Vivo,M47,1,2025-11-10
DEV000674,014880873612612,Realme,M61,0,2024-06-11
DEV000675,865049367776399,Lava,M52,1,2019-06-25
DEV000676,356572467468858,Samsung,M22,0,2019-12-31
DEV000677,010765580398586,Nokia,M31,1,2018-09-05
DEV000678,863414323535573,Apple,M55,1,2021-04-06
DEV000679,490007901319859,Samsung,M45,1,2018-03-13
DEV000680,013748344834594,Tecno,M91,1,2024-12-04
DEV000681,353873072102691,Lava,M87,1,2022-02-13
DEV000682,492388506509432,Xiaomi,M13,1,2026-02-18
DEV000683,862898281368331,OnePlus,M50,1,2023-10-08
DEV000684,490604256120471,Xiaomi,M68,1,2024-08-09
DEV000685,358496405431502,OnePlus,M75,1,2026-04-09
DEV000686,359049076670422,OnePlus,M45,0,2023-05-08
DEV000687,868810063939923,Samsung,M21,1,2025-04-14
DEV000688,017412754365427,OnePlus,M85,0,2024-11-27
DEV000689,350155256498768,Nokia,M48,0,2023-10-07
DEV000690,014830621739222,Vivo,M14,1,2022-02-27
DEV000691,010903018620287,Oppo,M19,1,2022-01-02
DEV000692,498506315862852,Vivo,M31,1,2020-06-03
DEV000693,356446776982924,Oppo,M15,1,2025-03-16
DEV000694,355620186114516,OnePlus,M70,1,2022-04-16
DEV000695,867923013768859,Lava,M26,1,2019-11-19
DEV000696,012364460113238,Apple,M12,0,2019-01-07
DEV000697,359961848332794,Vivo,M15,1,2020-02-17
DEV000698,867607755622925,Vivo,M70,1,2025-04-10
DEV000699,014484423902875,Tecno,M74,1,2022-08-24
DEV000700,494138417741180,Oppo,M33,1,2023-02-16
DEV000701,868248775320903,Samsung,M66,1,2023-03-05
DEV000702,490759349468271,Nokia,M61,0,2020-12-06
DEV000703,496871391590764,Realme,M89,1,2022-03-19
DEV000704,497272292649866,Lava,M37,1,2025-03-22
DEV000705,496679812675994,Lava,M79,1,2019-10-06
DEV000706,495337389930829,Nokia,M63,0,2026-02-15
DEV000707,865314704249933,Xiaomi,M71,0,2018-09-10
DEV000708,863815910668447,Lava,M19,1,2024-11-15
DEV000709,861820813805462,Apple,M45,1,2022-10-26
DEV000710,359642598394270,Nokia,M51,1,2025-11-18
DEV000711,015421164468160,Realme,M59,1,2024-08-26
DEV000712,497150092110199,Vivo,M94,1,2024-11-14
DEV000713,012389671425476,Samsung,M93,0,2022-03-27
DEV000714,350439479982883,OnePlus,M78,0,2021-06-11
DEV000715,353372406559677,Realme,M67,1,2024-06-17
DEV000716,493486233888709,Oppo,M17,1,2018-03-06
DEV000717,860233295927887,Xiaomi,M89,1,2021-11-05
DEV000718,357687350358154,Apple,M35,0,2021-09-24
DEV000719,356988352007867,Lava,M71,0,2020-01-07
DEV000720,861435551982219,OnePlus,M73,0,2022-07-19
DEV000721,011909370305017,Samsung,M60,0,2019-02-07
DEV000722,358181504978137,Oppo,M59,0,2018-10-21
DEV000723,492487239857946,Realme,M13,1,2020-09-18
DEV000724,862541709408432,Realme,M41,0,2021-07-21
DEV000725,861953192106849,Realme,M97,1,2023-08-16
DEV000726,356013742870112,Lava,M89,1,2023-01-26
DEV000727,358968066663207,OnePlus,M59,1,2021-12-25
DEV000728,356527538363554,Tecno,M88,0,2024-02-17
DEV000729,359713174791488,OnePlus,M83,1,2018-05-21
DEV000730,016344254060430,Nokia,M78,1,2019-10-14
DEV000731,860673512761284,OnePlus,M39,1,2022-08-29
DEV000732,354514309128690,Realme,M76,1,2022-05-17
DEV000733,353498763228653,Realme,M15,0,2019-04-20
DEV000734,350905544914132,Nokia,M82,1,2023-02-18
DEV000735,491253240743615,Apple,M74,1,2022-10-05
DEV000736,358442584275811,Oppo,M86,1,2023-05-17
DEV000737,010682867006260,Vivo,M56,1,2019-01-29
DEV000738,356467887422422,Oppo,M32,1,2020-06-28
DEV000739,355909334271050,Samsung,M85,1,2023-12-31
DEV000740,017364771502735,Realme,M29,1,2020-08-15
DEV000741,495543706954594,Apple,M86,1,2018-09-23
DEV000742,019950060002253,Lava,M53,1,2022-09-27
DEV000743,015785038944990,Xiaomi,M33,1,2018-12-21
DEV000744,017421730806860,Oppo,M14,0,2021-08-27
DEV000745,860773924765259,Vivo,M74,0,2022-10-09
DEV000746,012822528215182,Vivo,M23,0,2020-12-03
DEV000747,352257555215973,Lava,M40,1,2021-07-14
DEV000748,869617927371231,Tecno,M25,1,2018-05-13
DEV000749,018197599385163,Realme,M75,0,2022-04-09
DEV000750,011122510558585,Nokia,M79,1,2022-01-09
DEV000751,864462627748436,Apple,M10,0,2026-04-16
DEV000752,866111086806791,Vivo,M32,1,2018-09-24
DEV000753,350482857044212,Nokia,M13,0,2026-03-06
DEV000754,351987078210211,Samsung,M81,1,2018-12-27
DEV000755,352910188616263,Lava,M44,0,2025-04-20
DEV000756,357250849857176,Xiaomi,M66,1,2018-01-02
DEV000757,015878650324491,OnePlus,M68,1,2023-08-13
DEV000758,353807362289013,Oppo,M51,1,2020-11-02
DEV000759,869862120830374,Samsung,M15,0,2025-03-17
DEV000760,354571126087704,Realme,M85,1,2025-04-08
DEV000761,358503364790712,Nokia,M24,1,2018-01-17
DEV000762,018841469469266,Oppo,M98,1,2025-01-12
DEV000763,499621172515767,Oppo,M39,1,2021-03-25
DEV000764,357759982303019,Lava,M28,1,2024-11-29
DEV000765,013338499553788,Vivo,M19,1,2025-04-16
DEV000766,354518656352045,OnePlus,M27,1,2018-05-13
DEV000767,354671284461065,Samsung,M51,1,2019-06-06
DEV000768,016207174563786,Lava,M34,1,2022-06-08
DEV000769,356191613664100,Vivo,M61,1,2018-01-09
DEV000770,355484145481889,Oppo,M66,0,2021-11-25
DEV000771,866687555671096,Realme,M67,1,2019-07-30
DEV000772,354241634345778,Oppo,M61,1,2025-06-05
DEV000773,862452698892151,Tecno,M48,1,2020-08-14
DEV000774,019086993368553,OnePlus,M23,1,2019-11-26
DEV000775,013340868393837,Tecno,M81,0,2020-04-24
DEV000776,498900433749738,Nokia,M80,1,2018-08-24
DEV000777,865811552406997,Vivo,M91,0,2018-09-26
DEV000778,357504073118635,Xiaomi,M43,0,2019-03-16
DEV000779,019496865670042,Realme,M30,1,2024-01-05
DEV000780,015345249963055,Apple,M59,1,2018-04-14
DEV000781,869636104341669,Nokia,M52,1,2020-05-17
DEV000782,353199830827728,Realme,M36,0,2020-09-16
DEV000783,012149767263263,Xiaomi,M89,1,2018-02-13
DEV000784,019120987694184,Realme,M50,1,2019-04-01
DEV000785,017842487151618,Nokia,M19,1,2024-03-10
DEV000786,357917347623954,Tecno,M94,0,2024-10-07
DEV000787,359405168434761,OnePlus,M30,1,2025-04-22
DEV000788,352071825345897,Tecno,M42,0,2023-06-12
DEV000789,350893704653872,Vivo,M62,1,2021-05-09
DEV000790,868775769214666,Samsung,M45,1,2018-06-11
DEV000791,357531896895715,Apple,M48,1,2018-11-04
DEV000792,358111324119493,Oppo,M87,1,2019-04-29
DEV000793,860392321751754,Realme,M46,0,2018-05-27
DEV000794,354770666258337,Tecno,M94,1,2020-10-13
DEV000795,015481481001294,Lava,M23,1,2025-01-25
DEV000796,016574331906907,Xiaomi,M60,1,2020-10-10
DEV000797,491184710705421,Vivo,M11,1,2026-03-02
DEV000798,351711063040793,OnePlus,M38,1,2024-04-08
DEV000799,358333418750435,Apple,M70,0,2021-06-07
DEV000800,019806393796450,OnePlus,M93,1,2018-10-22
DEV000801,864073560659721,Lava,M75,1,2021-10-30
DEV000802,868683454827219,Realme,M57,1,2023-06-09
DEV000803,493519977473794,Xiaomi,M49,1,2018-03-01
DEV000804,862414031345388,Lava,M74,0,2024-05-03
DEV000805,017337767476720,Nokia,M38,0,2021-11-17
DEV000806,355870564566284,OnePlus,M80,1,2018-02-22
DEV000807,358645388112622,Lava,M79,1,2020-09-09
DEV000808,497568736409598,Xiaomi,M42,1,2020-07-07
DEV000809,355486712679270,Samsung,M46,1,2023-07-22
DEV000810,863473101383529,Oppo,M31,1,2025-11-12
DEV000811,359828223753347,Vivo,M21,1,2019-11-23
DEV000812,494877946735617,Realme,M76,1,2019-02-17
DEV000813,010898982352686,Samsung,M42,1,2018-12-23
DEV000814,499379397510787,Vivo,M78,1,2019-08-24
DEV000815,493874736404751,Lava,M17,1,2020-10-01
DEV000816,494311019683806,Tecno,M19,1,2026-03-08
DEV000817,019384163954259,Samsung,M85,0,2023-04-09
DEV000818,862708420526049,Lava,M35,1,2022-10-30
DEV000819,351493631258869,Lava,M38,0,2018-12-28
DEV000820,359940472707215,Xiaomi,M62,1,2024-04-14
DEV000821,357038474134738,Apple,M16,1,2023-10-24
DEV000822,491199800414997,Tecno,M17,0,2026-06-03
DEV000823,359475197735226,Apple,M28,0,2024-07-29
DEV000824,351057241877946,OnePlus,M42,0,2026-04-24
DEV000825,865614816371139,Oppo,M54,0,2020-11-21
DEV000826,350007465468324,Nokia,M53,0,2018-02-24
DEV000827,014677513991051,Samsung,M40,1,2021-08-29
DEV000828,359790073928974,Tecno,M95,1,2022-12-16
DEV000829,357024587588574,OnePlus,M90,1,2026-04-01
DEV000830,356700796841531,OnePlus,M82,0,2021-04-11
DEV000831,359251558281557,Apple,M71,0,2019-06-26
DEV000832,359189476631280,Apple,M13,0,2026-05-13
DEV000833,352848787758123,Lava,M25,1,2023-08-10
DEV000834,497708570747806,Nokia,M70,1,2021-12-10
DEV000835,490052047772169,Tecno,M41,1,2018-02-14
DEV000836,494563816376321,Apple,M59,1,2024-08-23
DEV000837,499984605418499,Apple,M81,1,2024-01-18
DEV000838,018228218682289,Vivo,M24,0,2025-12-30
DEV000839,350158381539343,OnePlus,M61,1,2024-01-15
DEV000840,355897745708535,Vivo,M14,1,2019-10-22
DEV000841,012851612699897,Nokia,M40,1,2023-03-31
DEV000842,490917277172421,Lava,M20,1,2025-09-29
DEV000843,491710656748455,Samsung,M15,1,2020-07-22
DEV000844,499524241131619,Apple,M33,1,2024-02-20
DEV000845,352355926051135,Nokia,M39,1,2023-03-28
DEV000846,495169961938072,Lava,M40,1,2024-12-28
DEV000847,492853576882553,Lava,M68,1,2018-07-21
DEV000848,863182636683523,Lava,M41,1,2022-08-07
DEV000849,353249793273898,Nokia,M17,1,2022-01-20
DEV000850,355367965408515,Apple,M50,0,2021-12-25
DEV000851,012008468888673,Xiaomi,M94,1,2024-03-06
DEV000852,495501054110493,Samsung,M36,1,2020-10-22
DEV000853,013955712010015,Nokia,M43,1,2020-10-12
DEV000854,864253224483871,OnePlus,M18,1,2026-05-04
DEV000855,357937151251054,Samsung,M86,1,2023-02-25
DEV000856,351970732049825,Realme,M79,1,2024-08-07
DEV000857,494126354436198,Oppo,M12,1,2020-09-23
DEV000858,860121695673503,Nokia,M74,1,2020-10-08
DEV000859,867897288782281,Vivo,M28,1,2023-05-18
DEV000860,860225243382723,Samsung,M70,1,2019-02-19
DEV000861,015646147558450,Tecno,M79,1,2024-08-13
DEV000862,019859023679488,Apple,M23,0,2020-04-21
DEV000863,012330013619066,Apple,M72,0,2020-08-07
DEV000864,353852893165065,Apple,M37,1,2024-04-15
DEV000865,354519613137252,Tecno,M15,1,2021-09-26
DEV000866,019223139151031,Nokia,M93,1,2024-04-25
DEV000867,018945581789630,Tecno,M73,1,2019-09-05
DEV000868,357095719295740,Nokia,M14,1,2018-02-26
DEV000869,011787848609548,Oppo,M49,1,2022-02-17
DEV000870,019239499657566,Apple,M69,1,2020-12-08
DEV000871,863479596724014,OnePlus,M59,1,2020-12-14
DEV000872,351200052664762,Realme,M85,1,2026-06-19
DEV000873,494191339264267,Lava,M65,0,2020-12-18
DEV000874,358991434809542,Apple,M25,1,2021-09-10
DEV000875,358214168858832,Nokia,M65,1,2022-07-28
DEV000876,351836666096830,Tecno,M16,0,2020-11-15
DEV000877,356883903203749,Vivo,M53,0,2024-12-23
DEV000878,355293497658506,Xiaomi,M45,0,2020-04-09
DEV000879,356182665680753,Xiaomi,M17,1,2023-10-19
DEV000880,357747709613169,Lava,M19,1,2020-10-06
DEV000881,358154632932580,Lava,M43,1,2022-06-06
DEV000882,359837459746836,Vivo,M40,0,2024-01-13
DEV000883,350983689209731,Samsung,M48,0,2022-04-27
DEV000884,351742496323368,Vivo,M48,1,2019-07-23
DEV000885,019936728586953,Nokia,M90,0,2021-11-22
DEV000886,358394119816259,Samsung,M39,1,2020-09-04
DEV000887,354609567372754,Vivo,M56,0,2025-08-23
DEV000888,013083164094086,Nokia,M97,1,2023-09-30
DEV000889,351178074716469,OnePlus,M63,0,2022-11-20
DEV000890,351068382125455,OnePlus,M82,0,2024-03-08
DEV000891,868778590012523,OnePlus,M17,1,2019-12-21
DEV000892,356771020119349,Tecno,M18,1,2025-09-15
DEV000893,015968812483468,Xiaomi,M13,1,2020-07-22
DEV000894,011967833261863,Tecno,M80,1,2019-09-30
DEV000895,351974820208304,Nokia,M92,0,2025-12-25
DEV000896,355385560996468,Apple,M48,1,2019-12-11
DEV000897,494579488325056,Realme,M94,1,2020-08-19
DEV000898,490974952101096,OnePlus,M69,0,2019-10-11
DEV000899,350803682155337,Nokia,M59,1,2019-12-13
DEV000900,358916950003936,Samsung,M94,1,2020-09-05
DEV000901,356269919578014,Lava,M34,1,2023-03-29
DEV000902,864302140320957,Nokia,M63,0,2022-09-14
DEV000903,498742607754848,Lava,M70,0,2023-10-07
DEV000904,495254675464254,Oppo,M77,1,2026-04-30
DEV000905,019901664234323,Samsung,M82,1,2023-07-23
DEV000906,355586438264478,Nokia,M73,1,2018-07-28
DEV000907,352147076979113,Apple,M87,0,2020-09-04
DEV000908,353184352761176,OnePlus,M27,1,2018-04-16
DEV000909,013097579019189,Realme,M19,1,2018-06-27
DEV000910,868054040675158,Xiaomi,M56,1,2025-02-27
DEV000911,359576232109478,Xiaomi,M31,1,2019-12-23
DEV000912,490325683749947,Tecno,M32,1,2023-06-04
DEV000913,864272258900229,Xiaomi,M80,1,2018-09-07
DEV000914,865943746436482,Samsung,M55,1,2020-03-03
DEV000915,490760881616887,Xiaomi,M43,1,2020-04-23
DEV000916,868722374028040,Lava,M26,1,2018-01-16
DEV000917,866638108743490,Tecno,M75,1,2021-10-18
DEV000918,019093002819069,Realme,M34,1,2025-06-07
DEV000919,353869617494061,Apple,M55,1,2019-06-26
DEV000920,354915028290719,Realme,M21,1,2026-04-18
DEV000921,868562996886348,OnePlus,M21,1,2020-02-18
DEV000922,865322252303516,Realme,M17,0,2023-04-03
DEV000923,359497177104207,Apple,M40,1,2020-04-22
DEV000924,495924311421196,Apple,M65,1,2023-03-30
DEV000925,495086161029373,Lava,M93,1,2023-04-23
DEV000926,013982196352577,Realme,M12,1,2020-04-23
DEV000927,865564577606544,Xiaomi,M81,1,2023-01-07
DEV000928,864035004452566,OnePlus,M89,1,2024-03-07
DEV000929,499738451519958,Lava,M40,0,2018-08-07
DEV000930,011790356846933,Oppo,M14,0,2019-02-18
DEV000931,499985375030147,Vivo,M15,1,2020-03-17
DEV000932,869633250972561,Nokia,M30,0,2023-11-05
DEV000933,010630165638543,OnePlus,M89,1,2019-12-17
DEV000934,356640877135252,Xiaomi,M39,1,2020-05-02
DEV000935,863103173033281,Vivo,M62,0,2021-05-25
DEV000936,018083149709154,Vivo,M81,1,2019-12-03
DEV000937,352889270101259,Apple,M35,1,2019-02-22
DEV000938,350497004003936,OnePlus,M56,0,2022-01-23
DEV000939,013846249921778,Tecno,M23,1,2024-05-21
DEV000940,359578111874625,OnePlus,M68,1,2018-09-29
DEV000941,356817586264829,Samsung,M14,1,2019-12-01
DEV000942,358204577732213,Xiaomi,M59,1,2025-07-27
DEV000943,356732077423963,Oppo,M29,0,2020-06-18
DEV000944,019267397300292,Lava,M58,1,2024-12-01
DEV000945,499880761032936,Apple,M41,1,2023-02-21
DEV000946,498953602567485,OnePlus,M55,0,2024-12-08
DEV000947,352773844924861,Vivo,M49,1,2020-03-27
DEV000948,350718666954845,Samsung,M30,0,2022-03-04
DEV000949,015337262293709,Oppo,M96,1,2018-09-18
DEV000950,018087079892236,Nokia,M65,1,2018-05-22
DEV000951,013982471192480,Apple,M88,1,2024-05-29
DEV000952,358407726711840,OnePlus,M16,1,2022-10-02
DEV000953,017490162688865,Apple,M85,1,2019-03-29
DEV000954,354148838109560,Realme,M41,0,2019-05-24
DEV000955,352383580604931,Apple,M31,1,2025-12-14
DEV000956,497840317552930,OnePlus,M84,1,2024-03-29
DEV000957,351580935853812,OnePlus,M22,0,2026-03-11
DEV000958,499215775981087,Oppo,M93,1,2023-02-25
DEV000959,350842668323265,Samsung,M13,1,2023-10-06
DEV000960,496676936534593,Oppo,M50,0,2024-12-29
DEV000961,866241764596068,Apple,M12,1,2025-05-23
DEV000962,357189861042556,Lava,M93,1,2023-09-29
