person_id,location_id,association,observed_on,source_type,confidence
P000381,LOC000098,PRESENT_AT_INCIDENT,2026-02-04,FIR,0.97
P000402,LOC000098,PRESENT_AT_INCIDENT,2026-02-04,FIR,0.84
P000407,LOC000103,PRESENT_AT_INCIDENT,2024-03-23,FIR,0.82
P000390,LOC000103,PRESENT_AT_INCIDENT,2024-03-23,FIR,0.81
P000414,LOC000103,PRESENT_AT_INCIDENT,2024-03-23,FIR,0.93
P000376,LOC000103,PRESENT_AT_INCIDENT,2024-03-23,FIR,0.72
P000541,LOC000017,PRESENT_AT_INCIDENT,2026-02-28,FIR,0.65
P000953,LOC000046,PRESENT_AT_INCIDENT,2022-03-30,FIR,0.9
P000931,LOC000046,PRESENT_AT_INCIDENT,2022-03-30,FIR,0.91
P000944,LOC000046,PRESENT_AT_INCIDENT,2022-03-30,FIR,0.6
P000993,LOC000067,PRESENT_AT_INCIDENT,2026-01-22,FIR,0.65
P000930,LOC000067,PRESENT_AT_INCIDENT,2026-01-22,FIR,0.91
P000884,LOC000061,PRESENT_AT_INCIDENT,2021-04-10,FIR,0.97
P000989,LOC000061,PRESENT_AT_INCIDENT,2021-04-10,FIR,0.64
P000581,LOC000051,PRESENT_AT_INCIDENT,2025-07-02,FIR,0.65
P000593,LOC000051,PRESENT_AT_INCIDENT,2025-07-02,FIR,0.64
P000576,LOC000025,PRESENT_AT_INCIDENT,2025-03-13,FIR,0.83
P000579,LOC000025,PRESENT_AT_INCIDENT,2025-03-13,FIR,0.63
P000605,LOC000025,PRESENT_AT_INCIDENT,2025-03-13,FIR,0.81
P000610,LOC000025,PRESENT_AT_INCIDENT,2025-03-13,FIR,0.73
P000869,LOC000114,PRESENT_AT_INCIDENT,2019-12-13,FIR,0.96
P000860,LOC000114,PRESENT_AT_INCIDENT,2019-12-13,FIR,0.95
P000848,LOC000114,PRESENT_AT_INCIDENT,2019-12-13,FIR,0.91
P000856,LOC000114,PRESENT_AT_INCIDENT,2019-12-13,FIR,0.66
P000857,LOC000114,PRESENT_AT_INCIDENT,2019-12-13,FIR,0.92
P000365,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.95
P000408,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.96
P000391,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.7
P000376,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.67
P000403,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.88
P000402,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.62
P000413,LOC000100,PRESENT_AT_INCIDENT,2024-03-19,FIR,0.64
P000318,LOC000104,PRESENT_AT_INCIDENT,2022-08-25,FIR,0.71
P000333,LOC000104,PRESENT_AT_INCIDENT,2022-08-25,FIR,0.88
P000681,LOC000052,PRESENT_AT_INCIDENT,2019-03-21,FIR,0.87
P000675,LOC000052,PRESENT_AT_INCIDENT,2019-03-21,FIR,0.97
P000683,LOC000052,PRESENT_AT_INCIDENT,2019-03-21,FIR,0.77
P000680,LOC000052,PRESENT_AT_INCIDENT,2019-03-21,FIR,0.97
P000694,LOC000052,PRESENT_AT_INCIDENT,2019-03-21,FIR,0.88
P000125,LOC000019,PRESENT_AT_INCIDENT,2022-01-30,FIR,0.76
P000100,LOC000019,PRESENT_AT_INCIDENT,2022-01-30,FIR,0.9
P000099,LOC000019,PRESENT_AT_INCIDENT,2022-01-30,FIR,0.89
P000238,LOC000020,PRESENT_AT_INCIDENT,2024-12-10,FIR,0.74
P000254,LOC000020,PRESENT_AT_INCIDENT,2024-12-10,FIR,0.85
P000241,LOC000020,PRESENT_AT_INCIDENT,2024-12-10,FIR,0.62
P000203,LOC000020,PRESENT_AT_INCIDENT,2024-12-10,FIR,0.79
P000970,LOC000099,PRESENT_AT_INCIDENT,2026-05-15,FIR,0.7
P000189,LOC000045,PRESENT_AT_INCIDENT,2025-12-19,FIR,0.74
P000205,LOC000045,PRESENT_AT_INCIDENT,2025-12-19,FIR,0.76
P000256,LOC000045,PRESENT_AT_INCIDENT,2025-12-19,FIR,0.84
P000269,LOC000045,PRESENT_AT_INCIDENT,2025-12-19,FIR,0.73
P000228,LOC000045,PRESENT_AT_INCIDENT,2025-12-19,FIR,0.68
P000935,LOC000115,PRESENT_AT_INCIDENT,2026-02-02,FIR,0.68
P000913,LOC000018,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.78
P000896,LOC000018,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.7
P000930,LOC000018,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.69
P000921,LOC000018,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.92
P000904,LOC000038,PRESENT_AT_INCIDENT,2024-12-13,FIR,0.81
P000989,LOC000038,PRESENT_AT_INCIDENT,2024-12-13,FIR,0.78
P000913,LOC000038,PRESENT_AT_INCIDENT,2024-12-13,FIR,0.63
P000045,LOC000072,PRESENT_AT_INCIDENT,2019-09-06,FIR,0.7
P000026,LOC000072,PRESENT_AT_INCIDENT,2019-09-06,FIR,0.74
P000037,LOC000072,PRESENT_AT_INCIDENT,2019-09-06,FIR,0.95
P000028,LOC000072,PRESENT_AT_INCIDENT,2019-09-06,FIR,0.75
P000348,LOC000095,PRESENT_AT_INCIDENT,2026-02-16,FIR,0.7
P000333,LOC000095,PRESENT_AT_INCIDENT,2026-02-16,FIR,0.72
P000307,LOC000095,PRESENT_AT_INCIDENT,2026-02-16,FIR,0.8
P000302,LOC000095,PRESENT_AT_INCIDENT,2026-02-16,FIR,0.83
P000695,LOC000053,PRESENT_AT_INCIDENT,2021-08-08,FIR,0.86
P000709,LOC000053,PRESENT_AT_INCIDENT,2021-08-08,FIR,0.75
P000876,LOC000088,PRESENT_AT_INCIDENT,2022-05-14,FIR,0.68
P000865,LOC000088,PRESENT_AT_INCIDENT,2022-05-14,FIR,0.74
P000878,LOC000088,PRESENT_AT_INCIDENT,2022-05-14,FIR,0.8
P000299,LOC000095,PRESENT_AT_INCIDENT,2025-10-22,FIR,0.7
P000295,LOC000095,PRESENT_AT_INCIDENT,2025-10-22,FIR,0.68
P000911,LOC000031,PRESENT_AT_INCIDENT,2021-11-25,FIR,0.92
P000924,LOC000031,PRESENT_AT_INCIDENT,2021-11-25,FIR,0.92
P000947,LOC000031,PRESENT_AT_INCIDENT,2021-11-25,FIR,0.95
P000892,LOC000031,PRESENT_AT_INCIDENT,2021-11-25,FIR,0.72
P000937,LOC000116,PRESENT_AT_INCIDENT,2022-04-12,FIR,0.9
P000983,LOC000116,PRESENT_AT_INCIDENT,2022-04-12,FIR,0.62
P000577,LOC000024,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.71
P000601,LOC000024,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.92
P000602,LOC000024,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.67
P000578,LOC000024,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.7
P000372,LOC000078,PRESENT_AT_INCIDENT,2025-04-03,FIR,0.77
P000405,LOC000078,PRESENT_AT_INCIDENT,2025-04-03,FIR,0.73
P000905,LOC000077,PRESENT_AT_INCIDENT,2025-02-10,FIR,0.8
P000969,LOC000077,PRESENT_AT_INCIDENT,2025-02-10,FIR,0.76
P000918,LOC000077,PRESENT_AT_INCIDENT,2025-02-10,FIR,0.95
P000955,LOC000077,PRESENT_AT_INCIDENT,2025-02-10,FIR,0.72
P000899,LOC000077,PRESENT_AT_INCIDENT,2025-02-10,FIR,0.71
P000296,LOC000105,PRESENT_AT_INCIDENT,2025-01-07,FIR,0.85
P000899,LOC000051,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.63
P000896,LOC000051,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.76
P000980,LOC000051,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.97
P000946,LOC000051,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.9
P000967,LOC000085,PRESENT_AT_INCIDENT,2026-06-09,FIR,0.61
P000931,LOC000123,PRESENT_AT_INCIDENT,2026-04-20,FIR,0.83
P000956,LOC000123,PRESENT_AT_INCIDENT,2026-04-20,FIR,0.65
P000978,LOC000123,PRESENT_AT_INCIDENT,2026-04-20,FIR,0.93
P000938,LOC000123,PRESENT_AT_INCIDENT,2026-04-20,FIR,0.71
P000292,LOC000086,PRESENT_AT_INCIDENT,2024-09-17,FIR,0.63
P000349,LOC000086,PRESENT_AT_INCIDENT,2024-09-17,FIR,0.97
P000356,LOC000086,PRESENT_AT_INCIDENT,2024-09-17,FIR,0.69
P000665,LOC000123,PRESENT_AT_INCIDENT,2026-04-30,FIR,0.82
P000613,LOC000123,PRESENT_AT_INCIDENT,2026-04-30,FIR,0.65
P000642,LOC000123,PRESENT_AT_INCIDENT,2026-04-30,FIR,0.8
P000857,LOC000098,PRESENT_AT_INCIDENT,2026-01-16,FIR,0.78
P000868,LOC000098,PRESENT_AT_INCIDENT,2026-01-16,FIR,0.79
P000878,LOC000098,PRESENT_AT_INCIDENT,2026-01-16,FIR,0.76
P000966,LOC000115,PRESENT_AT_INCIDENT,2019-06-27,FIR,0.87
P000912,LOC000115,PRESENT_AT_INCIDENT,2019-06-27,FIR,0.75
P000919,LOC000115,PRESENT_AT_INCIDENT,2019-06-27,FIR,0.87
P000714,LOC000103,PRESENT_AT_INCIDENT,2026-04-04,FIR,0.72
P000756,LOC000103,PRESENT_AT_INCIDENT,2026-04-04,FIR,0.8
P000713,LOC000103,PRESENT_AT_INCIDENT,2026-04-04,FIR,0.61
P000749,LOC000103,PRESENT_AT_INCIDENT,2026-04-04,FIR,0.89
P000493,LOC000036,PRESENT_AT_INCIDENT,2026-03-18,FIR,0.82
P000481,LOC000036,PRESENT_AT_INCIDENT,2026-03-18,FIR,0.84
P000472,LOC000036,PRESENT_AT_INCIDENT,2026-03-18,FIR,0.63
P000805,LOC000080,PRESENT_AT_INCIDENT,2026-06-21,FIR,0.9
P000825,LOC000080,PRESENT_AT_INCIDENT,2026-06-21,FIR,0.63
P000806,LOC000080,PRESENT_AT_INCIDENT,2026-06-21,FIR,0.88
P000551,LOC000019,PRESENT_AT_INCIDENT,2022-04-20,FIR,0.84
P000542,LOC000019,PRESENT_AT_INCIDENT,2022-04-20,FIR,0.72
P000534,LOC000019,PRESENT_AT_INCIDENT,2022-04-20,FIR,0.66
P000767,LOC000039,PRESENT_AT_INCIDENT,2026-02-09,FIR,0.81
P000780,LOC000039,PRESENT_AT_INCIDENT,2026-02-09,FIR,0.63
P000782,LOC000039,PRESENT_AT_INCIDENT,2026-02-09,FIR,0.78
P000790,LOC000039,PRESENT_AT_INCIDENT,2026-02-09,FIR,0.95
P000849,LOC000116,PRESENT_AT_INCIDENT,2026-03-16,FIR,0.97
P000860,LOC000116,PRESENT_AT_INCIDENT,2026-03-16,FIR,0.79
P000872,LOC000116,PRESENT_AT_INCIDENT,2026-03-16,FIR,0.91
P000861,LOC000116,PRESENT_AT_INCIDENT,2026-03-16,FIR,0.96
P000667,LOC000115,PRESENT_AT_INCIDENT,2026-05-13,FIR,0.88
P000670,LOC000115,PRESENT_AT_INCIDENT,2026-05-13,FIR,0.95
P000851,LOC000113,PRESENT_AT_INCIDENT,2025-05-11,FIR,0.67
P000866,LOC000113,PRESENT_AT_INCIDENT,2025-05-11,FIR,0.78
P000968,LOC000025,PRESENT_AT_INCIDENT,2021-09-30,FIR,0.84
P000978,LOC000025,PRESENT_AT_INCIDENT,2021-09-30,FIR,0.76
P000993,LOC000025,PRESENT_AT_INCIDENT,2021-09-30,FIR,0.76
P000952,LOC000025,PRESENT_AT_INCIDENT,2021-09-30,FIR,0.72
P000995,LOC000025,PRESENT_AT_INCIDENT,2021-09-30,FIR,0.65
P000530,LOC000021,PRESENT_AT_INCIDENT,2019-01-19,FIR,0.61
P000546,LOC000021,PRESENT_AT_INCIDENT,2019-01-19,FIR,0.97
P000529,LOC000021,PRESENT_AT_INCIDENT,2019-01-19,FIR,0.64
P000524,LOC000021,PRESENT_AT_INCIDENT,2019-01-19,FIR,0.67
P000779,LOC000023,PRESENT_AT_INCIDENT,2025-01-30,FIR,0.88
P000767,LOC000023,PRESENT_AT_INCIDENT,2025-01-30,FIR,0.76
P000795,LOC000023,PRESENT_AT_INCIDENT,2025-01-30,FIR,0.88
P000721,LOC000087,PRESENT_AT_INCIDENT,2023-12-30,FIR,0.84
P000727,LOC000087,PRESENT_AT_INCIDENT,2023-12-30,FIR,0.9
P000768,LOC000043,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.67
P000787,LOC000043,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.92
P000781,LOC000046,PRESENT_AT_INCIDENT,2022-08-13,FIR,0.86
P000798,LOC000046,PRESENT_AT_INCIDENT,2022-08-13,FIR,0.93
P000783,LOC000046,PRESENT_AT_INCIDENT,2022-08-13,FIR,0.79
P000797,LOC000046,PRESENT_AT_INCIDENT,2022-08-13,FIR,0.86
P000788,LOC000046,PRESENT_AT_INCIDENT,2022-08-13,FIR,0.9
P000729,LOC000083,PRESENT_AT_INCIDENT,2021-04-17,FIR,0.74
P000185,LOC000048,PRESENT_AT_INCIDENT,2020-02-06,FIR,0.78
P000279,LOC000048,PRESENT_AT_INCIDENT,2020-02-06,FIR,0.91
P000186,LOC000048,PRESENT_AT_INCIDENT,2020-02-06,FIR,0.85
P000606,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.73
P000574,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.98
P000604,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.83
P000587,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.98
P000599,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.73
P000610,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.83
P000579,LOC000037,PRESENT_AT_INCIDENT,2021-11-23,FIR,0.6
P000810,LOC000060,PRESENT_AT_INCIDENT,2022-06-08,FIR,0.75
P000802,LOC000060,PRESENT_AT_INCIDENT,2022-06-08,FIR,0.93
P000552,LOC000060,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.63
P000797,LOC000048,PRESENT_AT_INCIDENT,2025-03-01,FIR,0.98
P000779,LOC000048,PRESENT_AT_INCIDENT,2025-03-01,FIR,0.77
P000789,LOC000048,PRESENT_AT_INCIDENT,2025-03-01,FIR,0.83
P000795,LOC000048,PRESENT_AT_INCIDENT,2025-03-01,FIR,0.95
P000796,LOC000048,PRESENT_AT_INCIDENT,2025-03-01,FIR,0.82
P000444,LOC000002,PRESENT_AT_INCIDENT,2026-05-15,FIR,0.94
P000101,LOC000065,PRESENT_AT_INCIDENT,2022-10-10,FIR,0.95
P000168,LOC000065,PRESENT_AT_INCIDENT,2022-10-10,FIR,0.89
P000893,LOC000122,PRESENT_AT_INCIDENT,2026-01-22,FIR,0.71
P000333,LOC000022,PRESENT_AT_INCIDENT,2022-12-26,FIR,0.64
P000503,LOC000047,PRESENT_AT_INCIDENT,2023-06-19,FIR,0.86
P000495,LOC000047,PRESENT_AT_INCIDENT,2023-06-19,FIR,0.68
P000501,LOC000047,PRESENT_AT_INCIDENT,2023-06-19,FIR,0.73
P000698,LOC000109,PRESENT_AT_INCIDENT,2022-10-19,FIR,0.68
P000708,LOC000109,PRESENT_AT_INCIDENT,2022-10-19,FIR,0.68
P000173,LOC000063,PRESENT_AT_INCIDENT,2025-12-10,FIR,0.76
P000366,LOC000038,PRESENT_AT_INCIDENT,2026-06-28,FIR,0.98
P000365,LOC000038,PRESENT_AT_INCIDENT,2026-06-28,FIR,0.65
P000964,LOC000109,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.75
P000929,LOC000109,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.85
P000892,LOC000109,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.84
P000957,LOC000109,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.96
P000914,LOC000109,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.81
P000931,LOC000107,PRESENT_AT_INCIDENT,2024-10-19,FIR,0.83
P000985,LOC000107,PRESENT_AT_INCIDENT,2024-10-19,FIR,0.79
P000986,LOC000107,PRESENT_AT_INCIDENT,2024-10-19,FIR,0.9
P000948,LOC000107,PRESENT_AT_INCIDENT,2024-10-19,FIR,0.96
P000947,LOC000107,PRESENT_AT_INCIDENT,2024-10-19,FIR,0.97
P000386,LOC000099,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.79
P000373,LOC000099,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.77
P000887,LOC000077,PRESENT_AT_INCIDENT,2025-09-05,FIR,0.62
P000939,LOC000077,PRESENT_AT_INCIDENT,2025-09-05,FIR,0.72
P000933,LOC000077,PRESENT_AT_INCIDENT,2025-09-05,FIR,0.67
P000926,LOC000077,PRESENT_AT_INCIDENT,2025-09-05,FIR,0.62
P000898,LOC000077,PRESENT_AT_INCIDENT,2025-09-05,FIR,0.8
P000314,LOC000011,PRESENT_AT_INCIDENT,2025-12-10,FIR,0.9
P000348,LOC000011,PRESENT_AT_INCIDENT,2025-12-10,FIR,0.89
P000526,LOC000061,PRESENT_AT_INCIDENT,2024-10-16,FIR,0.65
P000519,LOC000061,PRESENT_AT_INCIDENT,2024-10-16,FIR,0.82
P000551,LOC000061,PRESENT_AT_INCIDENT,2024-10-16,FIR,0.68
P000534,LOC000061,PRESENT_AT_INCIDENT,2024-10-16,FIR,0.64
P000985,LOC000108,PRESENT_AT_INCIDENT,2025-04-02,FIR,0.93
P000669,LOC000110,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.68
P000710,LOC000110,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.76
P000686,LOC000110,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.71
P000674,LOC000110,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.86
P000667,LOC000110,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.82
P000874,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.98
P000867,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.79
P000863,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.97
P000880,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.74
P000856,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.95
P000878,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.9
P000869,LOC000079,PRESENT_AT_INCIDENT,2026-03-24,FIR,0.69
P000539,LOC000063,PRESENT_AT_INCIDENT,2022-07-18,FIR,0.66
P000911,LOC000097,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.86
P000999,LOC000097,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.96
P000980,LOC000043,PRESENT_AT_INCIDENT,2024-01-31,FIR,0.63
P000029,LOC000103,PRESENT_AT_INCIDENT,2024-05-19,FIR,0.92
P000384,LOC000077,PRESENT_AT_INCIDENT,2024-05-11,FIR,0.93
P000404,LOC000077,PRESENT_AT_INCIDENT,2024-05-11,FIR,0.89
P000396,LOC000077,PRESENT_AT_INCIDENT,2024-05-11,FIR,0.66
P000408,LOC000039,PRESENT_AT_INCIDENT,2024-01-27,FIR,0.71
P000754,LOC000070,PRESENT_AT_INCIDENT,2021-09-24,FIR,0.66
P000716,LOC000070,PRESENT_AT_INCIDENT,2021-09-24,FIR,0.64
P000891,LOC000102,PRESENT_AT_INCIDENT,2023-01-31,FIR,0.67
P000890,LOC000102,PRESENT_AT_INCIDENT,2023-01-31,FIR,0.91
P000962,LOC000102,PRESENT_AT_INCIDENT,2023-01-31,FIR,0.75
P000915,LOC000102,PRESENT_AT_INCIDENT,2023-01-31,FIR,0.88
P000550,LOC000018,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.9
P000553,LOC000018,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.62
P000547,LOC000018,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.67
P000542,LOC000018,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.82
P000475,LOC000026,PRESENT_AT_INCIDENT,2023-09-11,FIR,0.74
P000555,LOC000055,PRESENT_AT_INCIDENT,2025-09-03,FIR,0.81
P000527,LOC000055,PRESENT_AT_INCIDENT,2025-09-03,FIR,0.83
P000569,LOC000055,PRESENT_AT_INCIDENT,2025-09-03,FIR,0.61
P000965,LOC000021,PRESENT_AT_INCIDENT,2025-05-12,FIR,0.84
P000910,LOC000021,PRESENT_AT_INCIDENT,2025-05-12,FIR,0.84
P000558,LOC000017,PRESENT_AT_INCIDENT,2024-12-09,FIR,0.74
P000542,LOC000017,PRESENT_AT_INCIDENT,2024-12-09,FIR,0.94
P000555,LOC000017,PRESENT_AT_INCIDENT,2024-12-09,FIR,0.88
P000691,LOC000052,PRESENT_AT_INCIDENT,2026-02-05,FIR,0.72
P000690,LOC000052,PRESENT_AT_INCIDENT,2026-02-05,FIR,0.74
P000350,LOC000104,PRESENT_AT_INCIDENT,2024-10-10,FIR,0.71
P000315,LOC000104,PRESENT_AT_INCIDENT,2024-10-10,FIR,0.6
P000292,LOC000104,PRESENT_AT_INCIDENT,2024-10-10,FIR,0.61
P000999,LOC000072,PRESENT_AT_INCIDENT,2022-05-22,FIR,0.69
P000289,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.95
P000202,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.85
P000203,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.78
P000251,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.91
P000176,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.72
P000269,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.63
P000256,LOC000051,PRESENT_AT_INCIDENT,2023-03-13,FIR,0.68
P000445,LOC000101,PRESENT_AT_INCIDENT,2022-02-13,FIR,0.83
P000437,LOC000101,PRESENT_AT_INCIDENT,2022-02-13,FIR,0.61
P000424,LOC000101,PRESENT_AT_INCIDENT,2022-02-13,FIR,0.97
P000941,LOC000112,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.88
P000961,LOC000112,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.67
P000699,LOC000043,PRESENT_AT_INCIDENT,2025-01-17,FIR,0.75
P000688,LOC000043,PRESENT_AT_INCIDENT,2025-01-17,FIR,0.94
P000678,LOC000043,PRESENT_AT_INCIDENT,2025-01-17,FIR,0.86
P000791,LOC000029,PRESENT_AT_INCIDENT,2022-12-04,FIR,0.8
P000792,LOC000029,PRESENT_AT_INCIDENT,2022-12-04,FIR,0.63
P000773,LOC000029,PRESENT_AT_INCIDENT,2022-12-04,FIR,0.9
P000776,LOC000029,PRESENT_AT_INCIDENT,2022-12-04,FIR,0.71
P000777,LOC000029,PRESENT_AT_INCIDENT,2022-12-04,FIR,0.89
P000267,LOC000063,PRESENT_AT_INCIDENT,2025-11-12,FIR,0.79
P000245,LOC000063,PRESENT_AT_INCIDENT,2025-11-12,FIR,0.75
P000239,LOC000063,PRESENT_AT_INCIDENT,2025-11-12,FIR,0.73
P000179,LOC000063,PRESENT_AT_INCIDENT,2025-11-12,FIR,0.89
P000281,LOC000063,PRESENT_AT_INCIDENT,2025-11-12,FIR,0.68
P000350,LOC000074,PRESENT_AT_INCIDENT,2022-02-05,FIR,0.7
P000984,LOC000102,PRESENT_AT_INCIDENT,2024-11-15,FIR,0.76
P000933,LOC000102,PRESENT_AT_INCIDENT,2024-11-15,FIR,0.68
P000886,LOC000102,PRESENT_AT_INCIDENT,2024-11-15,FIR,0.84
P000398,LOC000066,PRESENT_AT_INCIDENT,2022-12-28,FIR,0.98
P000380,LOC000066,PRESENT_AT_INCIDENT,2022-12-28,FIR,0.96
P000363,LOC000066,PRESENT_AT_INCIDENT,2022-12-28,FIR,0.86
P000586,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.64
P000594,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.7
P000602,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.61
P000592,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.74
P000598,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.84
P000571,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.91
P000575,LOC000052,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.79
P000384,LOC000094,PRESENT_AT_INCIDENT,2025-05-11,FIR,0.67
P000414,LOC000094,PRESENT_AT_INCIDENT,2025-05-11,FIR,0.92
P000499,LOC000080,PRESENT_AT_INCIDENT,2023-12-23,FIR,0.74
P000498,LOC000080,PRESENT_AT_INCIDENT,2023-12-23,FIR,0.8
P000706,LOC000115,PRESENT_AT_INCIDENT,2020-12-11,FIR,0.7
P000692,LOC000115,PRESENT_AT_INCIDENT,2020-12-11,FIR,0.97
P000989,LOC000118,PRESENT_AT_INCIDENT,2026-04-27,FIR,0.84
P000009,LOC000073,PRESENT_AT_INCIDENT,2025-02-04,FIR,0.95
P000044,LOC000073,PRESENT_AT_INCIDENT,2025-02-04,FIR,0.75
P000949,LOC000124,PRESENT_AT_INCIDENT,2024-06-08,FIR,0.83
P000886,LOC000124,PRESENT_AT_INCIDENT,2024-06-08,FIR,0.98
P000393,LOC000102,PRESENT_AT_INCIDENT,2026-03-01,FIR,0.9
P000386,LOC000102,PRESENT_AT_INCIDENT,2026-03-01,FIR,0.8
P000367,LOC000102,PRESENT_AT_INCIDENT,2026-03-01,FIR,0.73
P000378,LOC000102,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.92
P000384,LOC000102,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.65
P000919,LOC000063,PRESENT_AT_INCIDENT,2026-06-25,FIR,0.64
P000915,LOC000063,PRESENT_AT_INCIDENT,2026-06-25,FIR,0.78
P000900,LOC000063,PRESENT_AT_INCIDENT,2026-06-25,FIR,0.72
P000629,LOC000102,PRESENT_AT_INCIDENT,2026-03-28,FIR,0.9
P000618,LOC000102,PRESENT_AT_INCIDENT,2026-03-28,FIR,0.83
P000637,LOC000102,PRESENT_AT_INCIDENT,2026-03-28,FIR,0.9
P000657,LOC000102,PRESENT_AT_INCIDENT,2026-03-28,FIR,0.81
P000632,LOC000102,PRESENT_AT_INCIDENT,2026-03-28,FIR,0.72
P000717,LOC000085,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.75
P000342,LOC000094,PRESENT_AT_INCIDENT,2020-03-27,FIR,0.79
P000311,LOC000094,PRESENT_AT_INCIDENT,2020-03-27,FIR,0.67
P000332,LOC000094,PRESENT_AT_INCIDENT,2020-03-27,FIR,0.73
P000323,LOC000094,PRESENT_AT_INCIDENT,2020-03-27,FIR,0.8
P000976,LOC000071,PRESENT_AT_INCIDENT,2026-02-12,FIR,0.91
P000966,LOC000071,PRESENT_AT_INCIDENT,2026-02-12,FIR,0.87
P000898,LOC000071,PRESENT_AT_INCIDENT,2026-02-12,FIR,0.77
P000875,LOC000081,PRESENT_AT_INCIDENT,2026-04-25,FIR,0.6
P000853,LOC000081,PRESENT_AT_INCIDENT,2026-04-25,FIR,0.68
P000145,LOC000056,PRESENT_AT_INCIDENT,2024-08-10,FIR,0.66
P000153,LOC000056,PRESENT_AT_INCIDENT,2024-08-10,FIR,0.76
P000094,LOC000056,PRESENT_AT_INCIDENT,2024-08-10,FIR,0.78
P000013,LOC000016,PRESENT_AT_INCIDENT,2021-08-20,FIR,0.72
P000077,LOC000016,PRESENT_AT_INCIDENT,2021-08-20,FIR,0.72
