person_id,phone_id,usage_type,from_date,to_date,confidence
P000156,PH000435,USED_NOT_REGISTERED,2023-11-17,,0.91
P000157,PH000436,REGISTERED,2019-04-10,,0.86
P000157,PH000437,USED_NOT_REGISTERED,2023-07-28,,0.86
P000157,PH000438,USED_NOT_REGISTERED,2020-04-12,2021-02-27,0.89
P000158,PH000439,REGISTERED,2024-08-25,,0.9
P000159,PH000440,REGISTERED,2024-03-11,,0.76
P000160,PH000441,REGISTERED,2020-09-09,,0.77
P000160,PH000442,REGISTERED,2021-09-21,,0.98
P000160,PH000443,REGISTERED,2021-11-09,,0.77
P000161,PH000444,REGISTERED,2025-10-11,,0.88
P000162,PH000445,REGISTERED,2021-12-20,,0.72
P000162,PH000446,USED_NOT_REGISTERED,2025-01-31,,0.72
P000162,PH000447,REGISTERED,2022-12-15,,0.77
P000163,PH000448,REGISTERED,2023-10-07,,0.79
P000163,PH000449,USED_NOT_REGISTERED,2021-10-17,2021-12-13,0.78
P000164,PH000450,REGISTERED,2021-12-17,,0.98
P000164,PH000451,REGISTERED,2021-03-09,,0.79
P000164,PH000452,USED_NOT_REGISTERED,2023-03-25,,0.84
P000164,PH000453,USED_NOT_REGISTERED,2024-07-22,2025-04-11,0.85
P000165,PH000454,REGISTERED,2024-06-08,,0.91
P000166,PH000455,REGISTERED,2024-04-18,,0.9
P000167,PH000456,REGISTERED,2019-10-05,,0.79
P000168,PH000457,REGISTERED,2023-05-02,,0.88
P000168,PH000458,REGISTERED,2018-02-10,,0.91
P000168,PH000459,REGISTERED,2019-02-03,,0.85
P000169,PH000460,REGISTERED,2021-04-14,,0.72
P000170,PH000461,REGISTERED,2024-07-01,,0.77
P000170,PH000462,USED_NOT_REGISTERED,2024-02-11,2024-06-09,0.97
P000170,PH000463,REGISTERED,2020-01-01,,0.82
P000170,PH000464,REGISTERED,2022-10-10,,0.9
P000170,PH000465,USED_NOT_REGISTERED,2024-01-02,,0.79
P000170,PH000466,REGISTERED,2023-12-07,,0.85
P000171,PH000467,REGISTERED,2024-09-21,,0.94
P000172,PH000468,REGISTERED,2022-12-22,,0.77
P000172,PH000469,REGISTERED,2019-07-17,,0.86
P000172,PH000470,USED_NOT_REGISTERED,2020-08-12,2021-06-13,0.95
P000172,PH000471,USED_NOT_REGISTERED,2026-03-04,,0.74
P000173,PH000472,REGISTERED,2019-02-02,,0.81
P000174,PH000473,REGISTERED,2020-07-11,,0.87
P000174,PH000474,REGISTERED,2022-04-25,,0.89
P000174,PH000475,USED_NOT_REGISTERED,2018-07-31,2018-09-25,0.95
P000174,PH000476,USED_NOT_REGISTERED,2020-10-22,,0.74
P000174,PH000477,REGISTERED,2024-02-18,,0.83
P000175,PH000478,REGISTERED,2024-08-17,,0.75
P000176,PH000479,REGISTERED,2022-03-09,,0.77
P000176,PH000480,USED_NOT_REGISTERED,2022-05-01,,0.88
P000177,PH000481,REGISTERED,2019-04-24,,0.86
P000177,PH000482,USED_NOT_REGISTERED,2019-07-31,,0.86
P000178,PH000483,REGISTERED,2022-03-20,,0.96
P000179,PH000484,REGISTERED,2019-06-02,,0.8
P000179,PH000485,REGISTERED,2025-12-03,,0.81
P000179,PH000486,USED_NOT_REGISTERED,2025-01-18,2026-01-11,0.87
P000179,PH000487,REGISTERED,2018-07-20,,0.87
P000180,PH000488,REGISTERED,2022-11-17,,0.93
P000180,PH000489,REGISTERED,2025-08-14,,0.87
P000181,PH000490,REGISTERED,2023-11-24,,0.99
P000181,PH000491,USED_NOT_REGISTERED,2020-08-03,2020-10-13,0.79
P000181,PH000492,REGISTERED,2019-10-17,,0.87
P000181,PH000493,REGISTERED,2018-05-14,,0.81
P000181,PH000494,USED_NOT_REGISTERED,2018-01-19,2019-02-04,0.94
P000182,PH000495,REGISTERED,2025-01-13,,0.75
P000182,PH000496,USED_NOT_REGISTERED,2020-11-09,,0.91
P000182,PH000497,REGISTERED,2019-05-11,,0.91
P000182,PH000498,USED_NOT_REGISTERED,2024-07-06,,0.85
P000183,PH000499,REGISTERED,2024-02-03,,0.86
P000183,PH000500,REGISTERED,2018-03-15,,0.77
P000184,PH000501,REGISTERED,2023-01-29,,0.72
P000185,PH000502,REGISTERED,2026-02-04,,0.79
P000185,PH000503,USED_NOT_REGISTERED,2023-09-15,2023-11-12,0.74
P000186,PH000504,REGISTERED,2024-12-21,,0.82
P000187,PH000505,REGISTERED,2020-10-14,,0.92
P000187,PH000506,USED_NOT_REGISTERED,2018-06-25,,0.8
P000188,PH000507,REGISTERED,2019-01-01,,0.76
P000188,PH000508,USED_NOT_REGISTERED,2026-02-25,2026-07-12,0.93
P000188,PH000509,REGISTERED,2023-01-14,,0.85
P000188,PH000510,USED_NOT_REGISTERED,2025-03-24,2025-08-01,0.96
P000189,PH000511,REGISTERED,2019-05-07,,0.73
P000190,PH000512,REGISTERED,2025-09-24,,0.82
P000190,PH000513,USED_NOT_REGISTERED,2019-11-05,,0.82
P000190,PH000514,USED_NOT_REGISTERED,2025-07-06,2025-09-20,0.73
P000191,PH000515,REGISTERED,2019-09-13,,0.98
P000191,PH000516,USED_NOT_REGISTERED,2018-10-02,,0.91
P000192,PH000517,REGISTERED,2024-08-05,,0.81
P000193,PH000518,REGISTERED,2020-08-01,,0.8
P000193,PH000519,REGISTERED,2020-09-18,,0.99
P000193,PH000520,REGISTERED,2023-04-18,,0.74
P000194,PH000521,REGISTERED,2020-10-29,,0.94
P000194,PH000522,REGISTERED,2022-07-25,,0.77
P000194,PH000523,REGISTERED,2020-09-11,,0.74
P000194,PH000524,USED_NOT_REGISTERED,2019-10-23,2020-09-30,0.83
P000195,PH000525,REGISTERED,2022-09-05,,0.97
P000195,PH000526,USED_NOT_REGISTERED,2021-01-11,,0.74
P000196,PH000527,REGISTERED,2025-05-20,,0.89
P000196,PH000528,USED_NOT_REGISTERED,2021-01-18,2021-08-23,0.73
P000196,PH000529,REGISTERED,2019-05-10,,0.75
P000196,PH000530,REGISTERED,2022-10-18,,0.75
P000197,PH000531,REGISTERED,2023-06-24,,0.81
P000198,PH000532,REGISTERED,2024-01-28,,0.88
P000198,PH000533,REGISTERED,2022-12-31,,0.76
P000198,PH000534,USED_NOT_REGISTERED,2023-06-13,2023-07-06,0.85
P000199,PH000535,REGISTERED,2024-12-09,,0.86
P000199,PH000536,USED_NOT_REGISTERED,2019-04-25,,0.93
P000200,PH000537,REGISTERED,2018-04-08,,0.8
P000200,PH000538,REGISTERED,2018-07-05,,0.79
P000200,PH000539,USED_NOT_REGISTERED,2023-05-26,2024-01-12,0.78
P000200,PH000540,REGISTERED,2025-07-13,,0.82
P000201,PH000541,REGISTERED,2022-04-11,,0.77
P000201,PH000542,REGISTERED,2022-03-04,,0.78
P000201,PH000543,REGISTERED,2019-12-18,,0.92
P000201,PH000544,USED_NOT_REGISTERED,2023-01-30,2023-04-05,0.77
P000201,PH000545,REGISTERED,2022-05-11,,0.82
P000202,PH000546,REGISTERED,2022-10-14,,0.96
P000202,PH000547,USED_NOT_REGISTERED,2025-10-14,,0.74
P000202,PH000548,REGISTERED,2023-04-28,,0.94
P000202,PH000549,USED_NOT_REGISTERED,2020-05-17,2020-07-23,0.74
P000203,PH000550,REGISTERED,2025-10-31,,0.86
P000203,PH000551,USED_NOT_REGISTERED,2019-10-15,,0.96
P000203,PH000552,REGISTERED,2018-07-14,,0.87
P000203,PH000553,USED_NOT_REGISTERED,2024-05-23,2024-06-12,0.89
P000204,PH000554,REGISTERED,2021-06-01,,0.78
P000204,PH000555,USED_NOT_REGISTERED,2020-03-20,2020-09-16,0.87
P000204,PH000556,USED_NOT_REGISTERED,2024-11-12,2025-04-30,0.91
P000204,PH000557,REGISTERED,2020-12-23,,0.97
P000204,PH000558,REGISTERED,2022-09-23,,0.74
P000204,PH000559,REGISTERED,2018-09-30,,0.83
P000205,PH000560,REGISTERED,2021-04-13,,0.92
P000205,PH000561,USED_NOT_REGISTERED,2019-08-29,,0.97
P000205,PH000562,REGISTERED,2018-03-17,,0.81
P000205,PH000563,REGISTERED,2024-05-08,,0.97
P000205,PH000564,REGISTERED,2025-08-01,,0.95
P000206,PH000565,REGISTERED,2023-11-12,,0.85
P000206,PH000566,USED_NOT_REGISTERED,2022-03-23,,0.86
P000206,PH000567,USED_NOT_REGISTERED,2025-10-17,,0.97
P000207,PH000568,REGISTERED,2019-04-21,,0.94
P000207,PH000569,USED_NOT_REGISTERED,2024-08-15,,0.88
P000207,PH000570,REGISTERED,2025-10-17,,0.82
P000208,PH000571,REGISTERED,2022-05-06,,0.84
P000208,PH000572,REGISTERED,2022-11-03,,0.97
P000209,PH000573,REGISTERED,2023-07-11,,0.74
P000209,PH000574,REGISTERED,2019-07-02,,0.78
P000209,PH000575,REGISTERED,2022-09-23,,0.76
P000209,PH000576,REGISTERED,2022-06-30,,0.89
P000210,PH000577,REGISTERED,2020-03-11,,0.8
P000210,PH000578,REGISTERED,2026-01-18,,0.78
P000210,PH000579,REGISTERED,2024-01-14,,0.78
P000211,PH000580,REGISTERED,2021-02-06,,0.88
P000211,PH000581,USED_NOT_REGISTERED,2024-02-09,,0.91
P000211,PH000582,REGISTERED,2022-08-11,,0.89
P000211,PH000583,REGISTERED,2023-10-01,,0.95
P000211,PH000584,USED_NOT_REGISTERED,2022-03-13,,0.75
P000211,PH000585,REGISTERED,2018-04-14,,0.86
P000212,PH000586,REGISTERED,2019-06-26,,0.73
P000212,PH000587,USED_NOT_REGISTERED,2024-05-17,,0.82
P000212,PH000588,USED_NOT_REGISTERED,2022-01-30,2022-05-26,0.76
P000213,PH000589,REGISTERED,2020-11-26,,0.86
P000213,PH000590,REGISTERED,2021-06-01,,0.79
P000213,PH000591,REGISTERED,2019-05-15,,0.92
P000214,PH000592,REGISTERED,2022-08-09,,0.84
P000214,PH000593,USED_NOT_REGISTERED,2024-04-25,2025-02-01,0.97
P000214,PH000594,USED_NOT_REGISTERED,2024-11-16,2025-07-20,0.88
P000214,PH000595,USED_NOT_REGISTERED,2018-09-17,,0.87
P000215,PH000596,REGISTERED,2024-02-07,,0.77
P000216,PH000597,REGISTERED,2026-04-16,,0.98
P000217,PH000598,REGISTERED,2019-11-28,,0.78
P000218,PH000599,REGISTERED,2025-01-04,,0.86
P000218,PH000600,USED_NOT_REGISTERED,2019-10-06,2020-04-17,0.75
P000218,PH000601,REGISTERED,2025-10-31,,0.91
P000218,PH000602,REGISTERED,2025-10-19,,0.88
P000219,PH000603,REGISTERED,2026-01-10,,0.88
P000219,PH000604,USED_NOT_REGISTERED,2021-07-07,,0.94
P000219,PH000605,USED_NOT_REGISTERED,2022-04-29,2022-12-09,0.9
P000219,PH000606,REGISTERED,2022-02-02,,0.94
P000220,PH000607,REGISTERED,2022-12-31,,0.81
P000220,PH000608,REGISTERED,2018-10-01,,0.8
P000221,PH000609,REGISTERED,2023-06-15,,0.89
P000221,PH000610,USED_NOT_REGISTERED,2025-10-01,,0.95
P000221,PH000611,REGISTERED,2025-03-07,,0.95
P000222,PH000612,REGISTERED,2018-06-15,,0.85
P000222,PH000613,REGISTERED,2020-12-07,,0.9
P000222,PH000614,REGISTERED,2021-08-16,,0.9
P000223,PH000615,REGISTERED,2020-03-18,,0.78
P000223,PH000616,REGISTERED,2020-06-22,,0.91
P000223,PH000617,REGISTERED,2024-10-21,,0.87
P000224,PH000618,REGISTERED,2022-11-04,,0.82
P000224,PH000619,USED_NOT_REGISTERED,2020-11-28,2020-12-24,0.76
P000225,PH000620,REGISTERED,2021-05-11,,0.89
P000225,PH000621,USED_NOT_REGISTERED,2026-04-18,,0.9
P000225,PH000622,REGISTERED,2018-07-08,,0.78
P000226,PH000623,REGISTERED,2018-10-31,,0.93
P000227,PH000624,REGISTERED,2024-03-29,,0.8
P000227,PH000625,REGISTERED,2026-02-08,,0.91
P000227,PH000626,USED_NOT_REGISTERED,2021-11-21,,0.82
P000227,PH000627,USED_NOT_REGISTERED,2018-05-14,2019-05-16,0.9
P000228,PH000628,REGISTERED,2022-11-02,,0.79
P000228,PH000629,USED_NOT_REGISTERED,2021-04-24,,0.93
P000229,PH000630,REGISTERED,2025-09-20,,0.72
P000229,PH000631,USED_NOT_REGISTERED,2020-09-09,2021-02-20,0.8
P000230,PH000632,REGISTERED,2020-09-21,,0.92
P000230,PH000633,USED_NOT_REGISTERED,2021-01-16,2021-09-01,0.87
P000230,PH000634,USED_NOT_REGISTERED,2024-07-08,,0.98
P000231,PH000635,REGISTERED,2018-09-11,,0.89
P000231,PH000636,REGISTERED,2024-01-02,,0.92
P000231,PH000637,REGISTERED,2020-04-24,,0.84
P000231,PH000638,REGISTERED,2024-11-16,,0.77
P000231,PH000639,USED_NOT_REGISTERED,2022-09-26,2023-05-21,0.75
P000231,PH000640,USED_NOT_REGISTERED,2024-08-22,2024-12-28,0.99
P000232,PH000641,REGISTERED,2018-07-14,,0.76
P000232,PH000642,REGISTERED,2018-09-25,,0.82
P000232,PH000643,REGISTERED,2020-08-06,,0.9
P000232,PH000644,USED_NOT_REGISTERED,2025-06-22,,0.88
P000232,PH000645,USED_NOT_REGISTERED,2018-09-05,2019-08-11,0.92
P000232,PH000646,REGISTERED,2024-01-07,,0.77
P000233,PH000647,REGISTERED,2025-05-23,,0.98
P000234,PH000648,REGISTERED,2020-04-10,,0.85
P000234,PH000649,USED_NOT_REGISTERED,2024-03-11,,0.74
P000234,PH000650,USED_NOT_REGISTERED,2022-09-17,,0.92
P000234,PH000651,USED_NOT_REGISTERED,2024-05-02,,0.78
P000235,PH000652,REGISTERED,2021-07-07,,0.79
P000235,PH000653,USED_NOT_REGISTERED,2019-10-27,,0.99
P000235,PH000654,REGISTERED,2022-02-12,,0.98
P000235,PH000655,USED_NOT_REGISTERED,2021-08-19,2022-06-08,0.96
P000236,PH000656,REGISTERED,2026-03-02,,0.93
P000237,PH000657,REGISTERED,2018-09-09,,0.82
P000238,PH000658,REGISTERED,2018-10-14,,0.72
P000238,PH000659,USED_NOT_REGISTERED,2025-01-15,,0.95
P000239,PH000660,REGISTERED,2020-07-27,,0.78
P000239,PH000661,USED_NOT_REGISTERED,2018-08-18,2019-01-28,0.96
P000240,PH000662,REGISTERED,2026-01-11,,0.83
P000240,PH000663,USED_NOT_REGISTERED,2025-05-17,2025-11-05,0.92
P000240,PH000664,USED_NOT_REGISTERED,2018-10-26,,0.81
P000241,PH000665,REGISTERED,2019-10-03,,0.83
P000242,PH000666,REGISTERED,2021-02-17,,0.73
P000243,PH000667,REGISTERED,2019-03-17,,0.76
P000243,PH000668,USED_NOT_REGISTERED,2024-09-24,2024-12-03,0.72
P000243,PH000669,REGISTERED,2025-02-11,,0.91
P000244,PH000670,REGISTERED,2022-11-03,,0.72
P000244,PH000671,USED_NOT_REGISTERED,2023-12-23,,0.85
P000244,PH000672,REGISTERED,2019-04-27,,0.97
P000245,PH000673,REGISTERED,2020-06-20,,0.75
P000245,PH000674,REGISTERED,2021-03-31,,0.97
P000245,PH000675,USED_NOT_REGISTERED,2018-06-22,2019-06-23,0.73
P000245,PH000676,REGISTERED,2025-10-19,,0.84
P000245,PH000677,REGISTERED,2023-09-21,,0.89
P000245,PH000678,USED_NOT_REGISTERED,2024-09-24,,0.98
P000246,PH000679,REGISTERED,2023-07-06,,0.82
P000246,PH000680,REGISTERED,2021-06-01,,0.94
P000246,PH000681,USED_NOT_REGISTERED,2025-05-26,2026-01-23,0.75
P000246,PH000682,REGISTERED,2020-03-11,,0.86
P000247,PH000683,REGISTERED,2022-01-19,,0.98
P000248,PH000684,REGISTERED,2024-11-27,,0.84
P000248,PH000685,REGISTERED,2019-08-10,,0.84
P000248,PH000686,REGISTERED,2019-06-23,,0.93
P000248,PH000687,USED_NOT_REGISTERED,2018-12-12,,0.95
P000249,PH000688,REGISTERED,2018-12-29,,0.82
P000249,PH000689,REGISTERED,2023-08-30,,0.94
P000250,PH000690,REGISTERED,2019-07-16,,0.93
P000250,PH000691,USED_NOT_REGISTERED,2026-03-31,2026-06-29,0.84
P000250,PH000692,USED_NOT_REGISTERED,2023-11-21,,0.98
P000251,PH000693,REGISTERED,2021-01-09,,0.98
P000251,PH000694,REGISTERED,2022-12-21,,0.8
P000251,PH000695,REGISTERED,2025-02-21,,0.87
P000251,PH000696,REGISTERED,2020-08-21,,0.75
P000252,PH000697,REGISTERED,2024-03-26,,0.98
P000252,PH000698,USED_NOT_REGISTERED,2021-12-05,2022-08-16,0.78
P000252,PH000699,USED_NOT_REGISTERED,2026-05-27,,0.78
P000253,PH000700,REGISTERED,2023-11-29,,0.91
P000253,PH000701,REGISTERED,2020-09-19,,0.91
P000253,PH000702,REGISTERED,2018-02-11,,0.76
P000253,PH000703,USED_NOT_REGISTERED,2019-06-24,2020-07-19,0.78
P000253,PH000704,USED_NOT_REGISTERED,2022-05-01,2022-12-19,0.85
P000254,PH000705,REGISTERED,2022-12-01,,0.75
P000254,PH000706,REGISTERED,2018-06-12,,0.94
P000255,PH000707,REGISTERED,2020-10-07,,0.77
P000255,PH000708,USED_NOT_REGISTERED,2020-11-28,,0.76
P000255,PH000709,REGISTERED,2024-01-11,,0.94
P000255,PH000710,USED_NOT_REGISTERED,2022-02-26,,0.98
P000255,PH000711,USED_NOT_REGISTERED,2022-09-04,2023-04-16,0.83
P000255,PH000712,USED_NOT_REGISTERED,2020-01-27,2021-02-14,0.94
P000256,PH000713,REGISTERED,2018-11-24,,0.88
P000256,PH000714,USED_NOT_REGISTERED,2019-05-20,,0.98
P000256,PH000715,REGISTERED,2018-02-04,,0.78
P000257,PH000716,REGISTERED,2025-07-01,,0.81
P000257,PH000717,USED_NOT_REGISTERED,2024-03-09,2025-01-03,0.84
P000257,PH000718,USED_NOT_REGISTERED,2026-04-24,2026-07-15,0.77
P000258,PH000719,REGISTERED,2018-02-20,,0.83
P000258,PH000720,REGISTERED,2022-01-05,,0.85
P000258,PH000721,REGISTERED,2023-11-23,,0.73
P000258,PH000722,REGISTERED,2023-01-03,,0.77
P000258,PH000723,USED_NOT_REGISTERED,2021-04-27,,0.87
P000259,PH000724,REGISTERED,2018-09-26,,0.89
P000259,PH000725,REGISTERED,2024-11-17,,0.78
P000259,PH000726,USED_NOT_REGISTERED,2026-01-22,,0.84
P000259,PH000727,USED_NOT_REGISTERED,2020-10-09,,0.84
P000259,PH000728,USED_NOT_REGISTERED,2024-02-11,,0.8
P000259,PH000729,USED_NOT_REGISTERED,2018-12-18,2019-05-01,0.88
P000260,PH000730,REGISTERED,2025-02-14,,0.94
P000261,PH000731,REGISTERED,2018-04-11,,0.85
P000261,PH000732,USED_NOT_REGISTERED,2018-09-15,,0.75
P000261,PH000733,USED_NOT_REGISTERED,2019-02-03,2019-02-22,0.97
P000262,PH000734,REGISTERED,2023-05-24,,0.87
P000263,PH000735,REGISTERED,2021-10-23,,0.73
P000264,PH000736,REGISTERED,2021-10-20,,0.85
P000264,PH000737,REGISTERED,2019-10-25,,0.95
P000264,PH000738,REGISTERED,2024-05-08,,0.76
P000264,PH000739,USED_NOT_REGISTERED,2020-08-28,,0.86
P000265,PH000740,REGISTERED,2019-09-06,,0.74
P000265,PH000741,USED_NOT_REGISTERED,2025-03-18,2025-11-29,0.76
P000266,PH000742,REGISTERED,2024-06-06,,0.87
P000266,PH000743,USED_NOT_REGISTERED,2024-07-26,2024-10-28,0.81
P000266,PH000744,USED_NOT_REGISTERED,2024-07-29,2025-02-27,0.79
P000267,PH000745,REGISTERED,2019-02-06,,0.92
P000267,PH000746,USED_NOT_REGISTERED,2023-08-27,,0.83
P000267,PH000747,USED_NOT_REGISTERED,2023-09-01,2024-05-25,0.87
P000268,PH000748,REGISTERED,2020-06-04,,0.72
P000268,PH000749,USED_NOT_REGISTERED,2025-10-30,2026-10-22,0.92
P000269,PH000750,REGISTERED,2025-09-04,,0.76
P000270,PH000751,REGISTERED,2019-08-31,,0.97
P000271,PH000752,REGISTERED,2026-01-24,,0.99
P000271,PH000753,REGISTERED,2024-05-08,,0.73
P000271,PH000754,USED_NOT_REGISTERED,2023-09-11,,0.87
P000271,PH000755,REGISTERED,2020-06-02,,0.87
P000272,PH000756,REGISTERED,2019-01-26,,0.95
P000272,PH000757,USED_NOT_REGISTERED,2025-07-10,,0.97
P000272,PH000758,USED_NOT_REGISTERED,2022-12-16,,0.75
P000272,PH000759,USED_NOT_REGISTERED,2020-05-23,2021-01-07,0.9
P000273,PH000760,REGISTERED,2024-08-06,,0.78
P000273,PH000761,REGISTERED,2026-01-08,,0.81
P000274,PH000762,REGISTERED,2022-09-11,,0.75
P000274,PH000763,REGISTERED,2026-04-29,,0.88
P000275,PH000764,REGISTERED,2019-08-17,,0.91
P000275,PH000765,USED_NOT_REGISTERED,2025-06-12,2025-07-18,0.95
P000275,PH000766,REGISTERED,2018-08-29,,0.86
P000276,PH000767,REGISTERED,2019-03-24,,0.9
P000276,PH000768,REGISTERED,2019-04-06,,0.87
P000276,PH000769,REGISTERED,2019-02-12,,0.78
P000277,PH000770,REGISTERED,2025-09-13,,0.74
P000277,PH000771,USED_NOT_REGISTERED,2022-04-28,,0.77
P000277,PH000772,REGISTERED,2020-01-09,,0.73
P000277,PH000773,REGISTERED,2025-04-13,,0.85
P000278,PH000774,REGISTERED,2025-10-15,,0.86
P000278,PH000775,USED_NOT_REGISTERED,2022-08-13,,0.9
P000278,PH000776,USED_NOT_REGISTERED,2018-03-03,2018-10-13,0.89
P000279,PH000777,REGISTERED,2021-04-20,,0.82
P000280,PH000778,REGISTERED,2018-10-21,,0.9
P000280,PH000779,USED_NOT_REGISTERED,2023-09-20,2024-02-18,0.81
P000280,PH000780,REGISTERED,2024-08-28,,0.75
P000280,PH000781,USED_NOT_REGISTERED,2025-07-10,2025-12-08,0.74
P000281,PH000782,REGISTERED,2019-08-20,,0.89
P000281,PH000783,USED_NOT_REGISTERED,2022-03-04,2022-10-03,0.97
P000281,PH000784,REGISTERED,2020-01-16,,0.78
P000282,PH000785,REGISTERED,2018-12-06,,0.85
P000282,PH000786,USED_NOT_REGISTERED,2025-03-30,,0.84
P000282,PH000787,USED_NOT_REGISTERED,2018-05-19,2018-11-10,0.89
P000282,PH000788,REGISTERED,2024-06-22,,0.76
P000283,PH000789,REGISTERED,2022-06-25,,0.82
P000283,PH000790,REGISTERED,2021-06-15,,0.82
P000283,PH000791,REGISTERED,2023-03-29,,0.81
P000284,PH000792,REGISTERED,2023-10-10,,0.91
P000284,PH000793,REGISTERED,2022-06-30,,0.89
P000284,PH000794,REGISTERED,2022-01-14,,0.88
P000284,PH000795,REGISTERED,2019-08-01,,0.88
P000285,PH000796,REGISTERED,2023-04-04,,0.93
P000286,PH000797,REGISTERED,2019-10-19,,0.83
P000286,PH000798,USED_NOT_REGISTERED,2019-08-26,2020-09-21,0.83
P000286,PH000799,USED_NOT_REGISTERED,2020-08-07,2021-04-03,0.74
P000286,PH000800,REGISTERED,2018-11-13,,0.91
P000287,PH000801,REGISTERED,2019-01-02,,0.98
P000287,PH000802,REGISTERED,2024-07-05,,0.94
P000288,PH000803,REGISTERED,2022-02-17,,0.81
P000288,PH000804,REGISTERED,2023-08-06,,0.81
P000288,PH000805,USED_NOT_REGISTERED,2025-10-05,,0.75
P000289,PH000806,REGISTERED,2026-05-19,,0.81
P000289,PH000807,REGISTERED,2019-03-25,,0.8
P000290,PH000808,REGISTERED,2019-07-27,,0.8
P000290,PH000809,REGISTERED,2022-01-24,,0.89
P000290,PH000810,USED_NOT_REGISTERED,2021-02-22,2022-03-15,0.92
P000290,PH000811,USED_NOT_REGISTERED,2025-12-02,2026-04-12,0.92
P000291,PH000812,REGISTERED,2022-02-01,,0.89
P000291,PH000813,USED_NOT_REGISTERED,2025-04-24,2026-04-29,0.74
P000292,PH000814,REGISTERED,2025-09-02,,0.92
P000292,PH000815,USED_NOT_REGISTERED,2023-07-01,,0.73
P000292,PH000816,USED_NOT_REGISTERED,2020-02-10,2020-10-18,0.96
P000293,PH000817,REGISTERED,2020-05-23,,0.88
P000293,PH000818,REGISTERED,2023-08-30,,0.83
P000294,PH000819,REGISTERED,2023-06-13,,0.73
P000294,PH000820,USED_NOT_REGISTERED,2019-03-07,2019-11-19,0.8
P000295,PH000821,REGISTERED,2020-09-30,,0.73
P000295,PH000822,USED_NOT_REGISTERED,2018-12-01,2019-05-15,0.96
P000295,PH000823,REGISTERED,2021-06-26,,0.96
P000295,PH000824,USED_NOT_REGISTERED,2024-02-21,,0.83
P000296,PH000825,REGISTERED,2023-07-18,,0.88
P000296,PH000826,REGISTERED,2023-06-28,,0.84
P000296,PH000827,REGISTERED,2018-03-18,,0.8
P000296,PH000828,REGISTERED,2023-09-20,,0.77
P000297,PH000829,REGISTERED,2019-06-19,,0.95
P000297,PH000830,USED_NOT_REGISTERED,2025-03-18,,0.75
P000297,PH000831,USED_NOT_REGISTERED,2024-08-21,2025-08-25,0.75
P000298,PH000832,REGISTERED,2023-09-14,,0.78
P000298,PH000833,USED_NOT_REGISTERED,2020-03-18,2021-04-10,0.78
P000298,PH000834,REGISTERED,2025-08-19,,0.92
P000299,PH000835,REGISTERED,2023-09-26,,0.93
P000300,PH000836,REGISTERED,2021-12-06,,0.8
P000301,PH000837,REGISTERED,2020-05-14,,0.86
P000301,PH000838,REGISTERED,2024-01-27,,0.81
P000301,PH000839,REGISTERED,2022-01-06,,0.98
P000301,PH000840,USED_NOT_REGISTERED,2019-02-24,2019-10-20,0.8
P000302,PH000841,REGISTERED,2020-06-08,,0.85
P000302,PH000842,REGISTERED,2022-09-18,,0.89
P000302,PH000843,USED_NOT_REGISTERED,2023-11-03,2024-09-20,0.74
P000302,PH000844,REGISTERED,2023-04-14,,0.82
P000303,PH000845,REGISTERED,2022-02-13,,0.79
P000304,PH000846,REGISTERED,2019-07-21,,0.75
P000304,PH000847,REGISTERED,2018-11-18,,0.92
P000304,PH000848,USED_NOT_REGISTERED,2020-11-04,2021-10-12,0.75
P000304,PH000849,REGISTERED,2024-04-30,,0.96
P000304,PH000850,USED_NOT_REGISTERED,2020-09-26,2021-04-07,0.96
P000305,PH000851,REGISTERED,2021-11-23,,0.81
P000305,PH000852,REGISTERED,2024-08-24,,0.98
P000306,PH000853,REGISTERED,2025-01-13,,0.74
P000306,PH000854,REGISTERED,2020-08-22,,0.83
P000306,PH000855,USED_NOT_REGISTERED,2025-03-14,2025-12-20,0.74
P000306,PH000856,REGISTERED,2026-03-10,,0.87
P000307,PH000857,REGISTERED,2024-05-22,,0.81
P000307,PH000858,REGISTERED,2021-03-14,,0.8
P000307,PH000859,REGISTERED,2022-02-26,,0.98
P000308,PH000860,REGISTERED,2018-10-29,,0.91
P000308,PH000861,USED_NOT_REGISTERED,2022-07-09,2022-07-25,0.95
P000308,PH000862,USED_NOT_REGISTERED,2024-07-07,,0.88
P000309,PH000863,REGISTERED,2022-02-28,,0.86
P000309,PH000864,REGISTERED,2023-09-06,,0.96
P000309,PH000865,USED_NOT_REGISTERED,2024-01-13,2024-04-07,0.73
P000309,PH000866,REGISTERED,2021-06-20,,0.93
P000310,PH000867,REGISTERED,2018-12-02,,0.72
P000310,PH000868,USED_NOT_REGISTERED,2021-07-15,2022-05-30,0.87
P000310,PH000869,USED_NOT_REGISTERED,2023-10-07,,0.83
P000311,PH000870,REGISTERED,2018-12-14,,0.78
P000312,PH000871,REGISTERED,2020-09-21,,0.91
P000312,PH000872,REGISTERED,2024-01-29,,0.79
P000312,PH000873,USED_NOT_REGISTERED,2025-02-22,2025-07-03,0.96
P000313,PH000874,REGISTERED,2018-01-27,,0.91
P000314,PH000875,REGISTERED,2023-08-27,,0.85
P000314,PH000876,REGISTERED,2021-12-10,,0.84
P000314,PH000877,USED_NOT_REGISTERED,2021-04-23,2021-11-06,0.73
P000315,PH000878,REGISTERED,2026-04-23,,0.91
