incident_id,vehicle_id,registration_no,involvement
INC001425,VEH000186,UP32 VU 5483,TRANSPORT
INC001427,VEH000263,JH10 RW 6465,USED_IN_OFFENCE
INC001430,VEH000288,DL09 PJ 0770,USED_IN_OFFENCE
INC001439,VEH000004,MH47 PK 9809,SEIZED
INC001441,VEH000184,BR28 RZ 6667,SEIZED
INC001443,VEH000118,MH04 YF 2081,SEIZED
INC001447,VEH000260,DL04 MP 7625,SEIZED
INC001448,VEH000273,UP32 BZ 2205,TRANSPORT
INC001452,VEH000074,WB57 FY 6310,TRANSPORT
INC001455,VEH000323,OD33 FB 8885,TRANSPORT
INC001464,VEH000263,JH10 RW 6465,SEIZED
INC001473,VEH000157,JH10 ON 6397,SEIZED
INC001478,VEH000181,BR06 HJ 2253,SEEN_AT_SCENE
INC001481,VEH000020,KA41 KP 8398,TRANSPORT
INC001483,VEH000119,WB24 HC 0110,SEIZED
INC001488,VEH000259,BR11 LW 7274,USED_IN_OFFENCE
INC001489,VEH000011,MH01 BE 9069,TRANSPORT
INC001501,VEH000067,DL03 HX 6160,USED_IN_OFFENCE
INC001502,VEH000002,DL08 NV 5716,USED_IN_OFFENCE
INC001505,VEH000030,DL01 AD 4996,SEIZED
INC001508,VEH000265,BR11 CI 8528,TRANSPORT
INC001509,VEH000216,TN37 XY 3428,SEIZED
INC001513,VEH000114,TS09 VE 0896,USED_IN_OFFENCE
INC001515,VEH000263,JH10 RW 6465,TRANSPORT
INC001517,VEH000008,GJ27 UV 7796,USED_IN_OFFENCE
INC001523,VEH000278,MH04 TI 1479,SEEN_AT_SCENE
INC001525,VEH000165,UP80 NT 8826,TRANSPORT
INC001528,VEH000105,TS07 LD 6695,USED_IN_OFFENCE
INC001529,VEH000277,RJ14 BQ 3026,TRANSPORT
INC001530,VEH000268,BR06 UW 1329,USED_IN_OFFENCE
INC001533,VEH000275,HR10 PP 0710,SEEN_AT_SCENE
INC001541,VEH000129,BR06 ZQ 5177,USED_IN_OFFENCE
INC001542,VEH000234,AS01 FB 9446,SEIZED
INC001546,VEH000314,MH14 PC 1266,SEIZED
INC001547,VEH000240,OD05 FL 9635,SEIZED
INC001550,VEH000147,DL02 NO 7208,TRANSPORT
INC001554,VEH000296,HR55 UU 9205,SEEN_AT_SCENE
INC001557,VEH000277,RJ14 BQ 3026,TRANSPORT
INC001559,VEH000133,KA01 VZ 5105,TRANSPORT
INC001582,VEH000296,HR55 UU 9205,SEIZED
INC001585,VEH000088,HR10 JW 0342,SEEN_AT_SCENE
INC001587,VEH000182,HR38 MM 6443,SEEN_AT_SCENE
INC001588,VEH000017,KA41 CS 1069,TRANSPORT
INC001589,VEH000321,AP39 IQ 7171,SEEN_AT_SCENE
INC001591,VEH000034,PB65 CF 6454,SEIZED
INC001592,VEH000235,WB73 FC 8265,SEIZED
INC001594,VEH000259,BR11 LW 7274,SEIZED
INC001596,VEH000274,HR51 CB 8099,TRANSPORT
INC001607,VEH000185,PB08 AW 0746,SEIZED
INC001608,VEH000259,BR11 LW 7274,USED_IN_OFFENCE
INC001614,VEH000308,JH13 BE 9229,USED_IN_OFFENCE
INC001615,VEH000284,DL01 AK 5734,SEEN_AT_SCENE
INC001620,VEH000093,HR20 SC 9571,USED_IN_OFFENCE
INC001622,VEH000091,WB02 CW 6909,USED_IN_OFFENCE
INC001623,VEH000075,KA19 EP 3801,USED_IN_OFFENCE
INC001626,VEH000244,TS16 VO 8626,SEIZED
INC001627,VEH000186,UP32 VU 5483,TRANSPORT
INC001634,VEH000325,GJ27 MH 5494,SEIZED
INC001639,VEH000215,KA05 MN 1689,SEIZED
INC001640,VEH000086,JH01 XI 0397,TRANSPORT
INC001646,VEH000282,HR26 WA 4574,TRANSPORT
INC001647,VEH000105,TS07 LD 6695,USED_IN_OFFENCE
INC001648,VEH000335,UP78 QJ 5906,SEEN_AT_SCENE
INC001649,VEH000026,KA01 FR 4836,TRANSPORT
INC001653,VEH000005,GJ01 FJ 9235,USED_IN_OFFENCE
INC001655,VEH000206,OD07 KI 0860,USED_IN_OFFENCE
INC001657,VEH000099,WB73 HB 3937,SEEN_AT_SCENE
INC001661,VEH000311,UP50 AQ 9704,SEEN_AT_SCENE
INC001662,VEH000302,CG07 GD 5714,TRANSPORT
INC001668,VEH000127,TN45 WY 9851,USED_IN_OFFENCE
INC001670,VEH000171,UP62 JM 4870,USED_IN_OFFENCE
INC001678,VEH000140,BR33 EP 4731,SEEN_AT_SCENE
INC001679,VEH000170,WB20 LQ 4153,SEEN_AT_SCENE
INC001682,VEH000137,RJ05 VT 9140,SEEN_AT_SCENE
INC001687,VEH000260,DL04 MP 7625,USED_IN_OFFENCE
INC001689,VEH000066,DL02 NV 5498,SEIZED
INC001690,VEH000134,BR11 GO 5347,TRANSPORT
INC001693,VEH000053,PB65 CM 8107,TRANSPORT
INC001698,VEH000220,MH31 HX 0964,SEEN_AT_SCENE
INC001699,VEH000283,TN67 YP 1736,SEIZED
INC001701,VEH000022,KA05 LD 1651,USED_IN_OFFENCE
INC001702,VEH000128,RJ27 VO 8108,TRANSPORT
INC001704,VEH000034,PB65 CF 6454,TRANSPORT
INC001713,VEH000321,AP39 IQ 7171,TRANSPORT
INC001717,VEH000295,MP09 RS 7597,TRANSPORT
INC001719,VEH000164,BR33 MU 5232,USED_IN_OFFENCE
INC001723,VEH000018,DL10 FK 5310,SEIZED
INC001724,VEH000293,AP21 JV 8492,SEEN_AT_SCENE
INC001725,VEH000036,HR38 NG 6209,SEIZED
INC001726,VEH000192,AS01 QD 8059,USED_IN_OFFENCE
INC001728,VEH000184,BR28 RZ 6667,SEIZED
INC001735,VEH000109,MH20 DV 2927,SEIZED
INC001739,VEH000022,KA05 LD 1651,SEIZED
INC001747,VEH000283,TN67 YP 1736,USED_IN_OFFENCE
INC001748,VEH000303,JH13 JM 5414,TRANSPORT
INC001751,VEH000056,HR20 CT 0581,USED_IN_OFFENCE
INC001752,VEH000334,KA05 OQ 4257,USED_IN_OFFENCE
INC001753,VEH000278,MH04 TI 1479,SEIZED
INC001754,VEH000012,DL08 YS 7372,TRANSPORT
INC001765,VEH000023,GJ18 EM 7545,SEEN_AT_SCENE
INC001771,VEH000042,RJ19 RF 2443,SEEN_AT_SCENE
INC001773,VEH000014,GJ01 SR 0518,TRANSPORT
INC001777,VEH000248,DL10 DM 8509,SEIZED
INC001781,VEH000204,OD07 IK 1304,SEIZED
INC001785,VEH000116,TS10 PT 9851,SEIZED
INC001788,VEH000328,GA01 GC 0216,TRANSPORT
INC001789,VEH000125,KA03 EF 5560,USED_IN_OFFENCE
INC001790,VEH000169,MP30 JS 0878,SEIZED
INC001792,VEH000298,AP31 PF 8942,SEIZED
INC001793,VEH000164,BR33 MU 5232,SEEN_AT_SCENE
INC001799,VEH000265,BR11 CI 8528,SEIZED
INC001801,VEH000179,BR09 PB 5189,TRANSPORT
INC001805,VEH000081,UP32 RL 5026,USED_IN_OFFENCE
INC001810,VEH000005,GJ01 FJ 9235,SEIZED
INC001813,VEH000172,HR38 IX 6584,SEIZED
INC001815,VEH000197,UP14 ID 7357,USED_IN_OFFENCE
INC001818,VEH000276,PB11 VY 8935,USED_IN_OFFENCE
INC001822,VEH000171,UP62 JM 4870,USED_IN_OFFENCE
INC001826,VEH000076,DL07 XQ 9136,SEIZED
INC001831,VEH000293,AP21 JV 8492,SEIZED
INC001835,VEH000273,UP32 BZ 2205,SEIZED
INC001838,VEH000336,MN01 VN 4056,SEIZED
INC001842,VEH000264,JH01 DL 0538,SEIZED
INC001843,VEH000298,AP31 PF 8942,TRANSPORT
INC001847,VEH000048,DL03 PO 0156,USED_IN_OFFENCE
INC001849,VEH000290,MP09 XE 5142,SEEN_AT_SCENE
INC001852,VEH000181,BR06 HJ 2253,USED_IN_OFFENCE
INC001860,VEH000102,WB02 KK 4402,SEEN_AT_SCENE
INC001867,VEH000272,RJ14 GE 5443,USED_IN_OFFENCE
INC001878,VEH000315,KL13 NH 5352,SEEN_AT_SCENE
INC001879,VEH000154,DL01 BY 4098,TRANSPORT
INC001880,VEH000175,UP80 DD 4516,USED_IN_OFFENCE
INC001882,VEH000327,MP20 RR 6866,USED_IN_OFFENCE
INC001885,VEH000248,DL10 DM 8509,SEEN_AT_SCENE
INC001888,VEH000297,CG10 KH 5332,SEIZED
INC001890,VEH000217,AP21 KK 6251,SEIZED
INC001892,VEH000110,TS16 WV 2359,TRANSPORT
INC001897,VEH000018,DL10 FK 5310,USED_IN_OFFENCE
INC001900,VEH000320,UP14 BE 3159,SEEN_AT_SCENE
INC001904,VEH000127,TN45 WY 9851,SEIZED
INC001911,VEH000293,AP21 JV 8492,USED_IN_OFFENCE
INC001917,VEH000228,OD05 PD 4471,SEIZED
INC001919,VEH000301,TN01 BF 5303,SEIZED
INC001940,VEH000194,AS01 QP 9999,TRANSPORT
INC001942,VEH000299,GA03 LR 6395,USED_IN_OFFENCE
INC001966,VEH000205,MH02 EX 2326,SEIZED
INC001967,VEH000285,MP13 RE 7344,SEIZED
INC001969,VEH000173,HR20 RG 2408,SEEN_AT_SCENE
INC001972,VEH000283,TN67 YP 1736,SEEN_AT_SCENE
INC001981,VEH000103,TS16 EY 6500,USED_IN_OFFENCE
INC001982,VEH000254,KA05 KZ 8802,SEIZED
INC001989,VEH000051,JK01 QS 7409,SEEN_AT_SCENE
INC001995,VEH000208,CG07 VI 7965,SEEN_AT_SCENE
INC001997,VEH000323,OD33 FB 8885,SEIZED
INC002001,VEH000231,JH13 NK 8438,USED_IN_OFFENCE
INC002002,VEH000275,HR10 PP 0710,TRANSPORT
INC002006,VEH000308,JH13 BE 9229,USED_IN_OFFENCE
INC002009,VEH000085,KA41 FR 1595,TRANSPORT
INC002012,VEH000192,AS01 QD 8059,SEIZED
INC002016,VEH000307,CG10 DN 8164,TRANSPORT
INC002017,VEH000052,JK01 UE 7863,TRANSPORT
INC002018,VEH000235,WB73 FC 8265,SEIZED
INC002021,VEH000065,DL07 MF 3116,SEEN_AT_SCENE
INC002025,VEH000162,MH31 GB 6344,USED_IN_OFFENCE
INC002028,VEH000216,TN37 XY 3428,TRANSPORT
INC002029,VEH000301,TN01 BF 5303,USED_IN_OFFENCE
INC002031,VEH000191,UP14 IG 7040,SEEN_AT_SCENE
INC002038,VEH000212,AP16 FL 8650,TRANSPORT
INC002042,VEH000211,TN45 CW 6856,SEEN_AT_SCENE
INC002048,VEH000172,HR38 IX 6584,TRANSPORT
INC002059,VEH000312,TN67 NR 1628,TRANSPORT
INC002060,VEH000128,RJ27 VO 8108,USED_IN_OFFENCE
INC002061,VEH000046,PB10 UJ 5454,TRANSPORT
INC002064,VEH000160,WB02 MH 4155,TRANSPORT
INC002070,VEH000263,JH10 RW 6465,SEIZED
INC002072,VEH000236,WB20 HC 4618,SEEN_AT_SCENE
INC002073,VEH000226,JH20 HH 9123,USED_IN_OFFENCE
INC002075,VEH000220,MH31 HX 0964,USED_IN_OFFENCE
INC002077,VEH000211,TN45 CW 6856,SEIZED
INC002078,VEH000105,TS07 LD 6695,SEEN_AT_SCENE
INC002081,VEH000285,MP13 RE 7344,SEIZED
INC002085,VEH000255,RJ14 AX 9302,SEEN_AT_SCENE
INC002086,VEH000309,MN01 IP 5198,SEIZED
INC002087,VEH000097,JH01 TR 1660,TRANSPORT
INC002088,VEH000146,DL08 ZY 6374,SEEN_AT_SCENE
INC002105,VEH000290,MP09 XE 5142,TRANSPORT
INC002106,VEH000318,TN10 CW 2825,SEIZED
INC002108,VEH000309,MN01 IP 5198,TRANSPORT
INC002109,VEH000015,GJ01 VO 4479,TRANSPORT
INC002113,VEH000268,BR06 UW 1329,USED_IN_OFFENCE
INC002117,VEH000195,UP16 PP 3955,SEEN_AT_SCENE
INC002119,VEH000293,AP21 JV 8492,SEIZED
INC002131,VEH000292,AS01 GV 7975,SEIZED
INC002133,VEH000095,BR28 FU 6219,SEIZED
INC002135,VEH000130,KA32 XF 6810,SEEN_AT_SCENE
INC002141,VEH000329,OD02 LV 7347,SEIZED
INC002145,VEH000214,TN09 UL 4493,SEIZED
INC002150,VEH000282,HR26 WA 4574,TRANSPORT
INC002151,VEH000192,AS01 QD 8059,SEIZED
INC002154,VEH000010,KA05 YD 4775,SEIZED
INC002155,VEH000323,OD33 FB 8885,TRANSPORT
INC002157,VEH000125,KA03 EF 5560,SEEN_AT_SCENE
INC002159,VEH000205,MH02 EX 2326,USED_IN_OFFENCE
INC002175,VEH000335,UP78 QJ 5906,SEEN_AT_SCENE
INC002177,VEH000082,WB06 YT 1420,TRANSPORT
INC002179,VEH000117,MH04 ZX 3185,SEEN_AT_SCENE
INC002182,VEH000058,RJ02 BV 4789,SEIZED
INC002193,VEH000236,WB20 HC 4618,USED_IN_OFFENCE
INC002200,VEH000284,DL01 AK 5734,USED_IN_OFFENCE
INC001645,VEH000199,DL03 FC 8203,SEEN_AT_SCENE
INC001931,VEH000199,DL03 FC 8203,SEEN_AT_SCENE
INC001184,VEH000337,RJ07 AJ 6980,SEEN_AT_SCENE
INC001130,VEH000337,RJ07 AJ 6980,SEEN_AT_SCENE
INC001234,VEH000009,DL01 HB 3151,SEEN_AT_SCENE
INC000662,VEH000009,DL01 HB 3151,SEEN_AT_SCENE
INC000148,VEH000258,JH20 HF 1926,SEEN_AT_SCENE
INC002172,VEH000258,JH20 HF 1926,SEEN_AT_SCENE
INC000723,VEH000175,UP80 DD 4516,SEEN_AT_SCENE
INC001209,VEH000175,UP80 DD 4516,SEEN_AT_SCENE
INC000127,VEH000104,TS07 MP 3833,SEEN_AT_SCENE
INC000892,VEH000104,TS07 MP 3833,SEEN_AT_SCENE
INC000876,VEH000107,TN37 IF 1963,SEEN_AT_SCENE
INC000232,VEH000107,TN37 IF 1963,SEEN_AT_SCENE
INC001728,VEH000087,JH13 YQ 6737,SEEN_AT_SCENE
INC001631,VEH000087,JH13 YQ 6737,SEEN_AT_SCENE
INC001064,VEH000255,RJ14 AX 9302,SEEN_AT_SCENE
INC002161,VEH000255,RJ14 AX 9302,SEEN_AT_SCENE
INC001798,VEH000001,DL07 YO 0810,SEEN_AT_SCENE
INC001174,VEH000001,DL07 YO 0810,SEEN_AT_SCENE
INC001693,VEH000269,HR10 TB 5671,SEEN_AT_SCENE
INC001948,VEH000269,HR10 TB 5671,SEEN_AT_SCENE
INC000682,VEH000335,UP78 QJ 5906,SEEN_AT_SCENE
INC000013,VEH000335,UP78 QJ 5906,SEEN_AT_SCENE
INC001558,VEH000033,JK05 PA 8604,SEEN_AT_SCENE
INC000784,VEH000033,JK05 PA 8604,SEEN_AT_SCENE
INC002019,VEH000211,TN45 CW 6856,SEEN_AT_SCENE
INC001671,VEH000211,TN45 CW 6856,SEEN_AT_SCENE
INC001627,VEH000287,DL08 YU 6850,SEEN_AT_SCENE
INC002197,VEH000287,DL08 YU 6850,SEEN_AT_SCENE
INC001478,VEH000120,MP09 YP 3617,SEEN_AT_SCENE
INC000273,VEH000120,MP09 YP 3617,SEEN_AT_SCENE
INC000260,VEH000305,OD07 RO 1439,SEEN_AT_SCENE
INC001535,VEH000305,OD07 RO 1439,SEEN_AT_SCENE
INC000703,VEH000105,TS07 LD 6695,SEEN_AT_SCENE
INC002057,VEH000105,TS07 LD 6695,SEEN_AT_SCENE
INC002187,VEH000155,WB20 RO 9307,SEEN_AT_SCENE
INC001882,VEH000155,WB20 RO 9307,SEEN_AT_SCENE
INC001076,VEH000105,TS07 LD 6695,SEEN_AT_SCENE
INC001548,VEH000105,TS07 LD 6695,SEEN_AT_SCENE
INC001935,VEH000293,AP21 JV 8492,SEEN_AT_SCENE
INC000631,VEH000293,AP21 JV 8492,SEEN_AT_SCENE
INC001050,VEH000220,MH31 HX 0964,SEEN_AT_SCENE
INC000222,VEH000220,MH31 HX 0964,SEEN_AT_SCENE
INC001563,VEH000142,AS15 RA 9085,SEEN_AT_SCENE
INC001720,VEH000142,AS15 RA 9085,SEEN_AT_SCENE
INC001605,VEH000038,DL10 FP 5622,SEEN_AT_SCENE
INC000529,VEH000038,DL10 FP 5622,SEEN_AT_SCENE
INC000355,VEH000273,UP32 BZ 2205,SEEN_AT_SCENE
INC001384,VEH000273,UP32 BZ 2205,SEEN_AT_SCENE
INC002039,VEH000185,PB08 AW 0746,SEEN_AT_SCENE
INC000957,VEH000185,PB08 AW 0746,SEEN_AT_SCENE
INC002096,VEH000113,TS07 FD 0502,SEEN_AT_SCENE
INC001791,VEH000113,TS07 FD 0502,SEEN_AT_SCENE
INC001618,VEH000272,RJ14 GE 5443,SEEN_AT_SCENE
INC000847,VEH000272,RJ14 GE 5443,SEEN_AT_SCENE
